CompoundID,P3_ChloraPrep_EndPoint.1,P3_ChloraPrep_EndPoint.2,P3_ChloraPrep_EndPoint.3,P3_ChloraPrep_Baseline.1,P3_ChloraPrep_Baseline.2,P3_ChloraPrep_Baseline.3,P3_ChloraPrep_PostIntervention.1,P3_ChloraPrep_PostIntervention.2,P3_ChloraPrep_PostIntervention.3,P3_FullSurgicalPrep_EndPoint.1,P3_FullSurgicalPrep_EndPoint.2,P3_FullSurgicalPrep_EndPoint.3,P3_FullSurgicalPrep_Baseline.1,P3_FullSurgicalPrep_Baseline.2,P3_FullSurgicalPrep_Baseline.3,P3_FullSurgicalPrep_PostIntervention.1,P3_FullSurgicalPrep_PostIntervention.2,P3_FullSurgicalPrep_PostIntervention.3,P3_Water_EndPoint.1,P3_Water_EndPoint.2,P3_Water_EndPoint.3,P3_Water_Baseline.1,P3_Water_Baseline.2,P3_Water_Baseline.3,P3_Water_PostIntervention.1,P3_Water_PostIntervention.2,P3_Water_PostIntervention.3
TG.44:1|TG.10:0_16:0_18:1__Pp,0.000216681,0.000206513,0.000127575,0.000178122,0.000260886,0.000120817,0.000190359,0.000171363,0.000138287,0.00018948,0.000183214,0.00032789,0.000198789,0.000229013,0.000236427,0.000243351,0.000198576,0.000187304,0.000112371,0.000602329,0.000204554,0.000222961,0.000243354,0.00011142,0.000275246,0.000219926,0.000286408
TG.44:2|TG.10:0_16:1_18:1__Pp,0.00025466,0.00024271,0.000130642,0.000218646,0.00026295,0.000276474,0.000216976,0.000200032,0.000156917,0.000185154,0.000171734,0.000327615,0.000179435,0.00028633,0.000270745,0.000246509,0.00017254,0.000210488,0.000143117,0.000760508,0.000203215,0.000312082,0.000328719,0.000171369,0.000413133,0.000212292,0.000282806
TG.44:3|TG.14:1_14:1_16:1__Pp,4.35E-05,4.15E-05,1.93E-05,2.28E-05,8.64E-05,0.000130792,7.81E-05,9.34E-05,7.95E-05,8.09E-05,0.000104918,2.98E-05,2.46E-05,0.000160911,6.98E-05,1.33E-05,6.29E-05,0.000132733,6.01E-05,0.000302874,0.000125367,0.000156098,4.93E-05,7.86E-05,7.52E-06,6.04E-05,9.44E-05
TG.45:0|TG.14:0_15:0_16:0__Pp,9.26E-05,8.83E-05,7.59E-05,6.41E-05,0.000129201,4.02E-05,6.67E-05,0.000120514,4.37E-05,9.46E-05,3.37E-05,0.000258753,8.25E-05,7.25E-05,0.00013066,5.20E-05,0,7.02E-05,3.61E-05,0.000157376,7.81E-05,0.000105491,6.44E-05,0,0.000104557,2.81E-05,4.08E-05
TG.45:1|TG.14:0_15:0_16:1__Pp,0.000186926,0.000178154,7.91E-05,0.000141476,0.000192678,0.00027362,7.39E-05,0.000122622,6.98E-05,5.10E-05,0.00011687,0.0003075,0.000154892,0.000146361,0.00020192,0.000127549,8.46E-05,9.91E-05,4.38E-05,0.000603991,0.000129973,0.000208403,0.000229131,0.000110231,0.000360006,2.19E-05,6.55E-05
TG.45:2|TG.15:0_14:1_16:1__Pp,0.000158103,0.000150684,4.52E-05,0.000116431,8.60E-05,0.000243308,4.08E-05,0.00010842,0,0,0.000100568,0.000313665,0.000138109,0.000193271,0.000173167,0.000103096,4.70E-05,0.00010242,7.03E-05,0.000523882,9.62E-05,0.000181132,0.000204839,9.14E-05,0.000271789,0,0
TG.45:3|TG.14:1_15:1_16:1__Pp,5.31E-05,5.06E-05,0,3.98E-05,8.12E-05,8.36E-05,1.56E-05,2.90E-05,0,0,3.40E-05,0.000126997,2.59E-05,7.36E-05,6.66E-05,4.73E-05,0,0,1.80E-05,0.000162785,3.28E-05,6.24E-05,5.59E-05,3.31E-05,0.000123346,0,0
TG.46:0|TG.12:0_14:0_20:0__Pp,8.79E-05,8.38E-05,0.000148824,7.84E-05,0.000161587,0.000217954,0.000135949,0.000125232,0.000119574,0.000102949,9.15E-05,0.000157014,9.75E-05,9.29E-05,0.000101676,0.000141487,0.000243977,0.00024701,0.000103569,0.000219158,9.61E-05,0.000124992,0.000312939,0.000111589,0.000184606,0.000176627,0.000160729
TG.46:1|TG.14:0_16:0_16:1__Pp,0.000309809,0.000295271,0.000255531,0.000375145,0.000425643,0.000508614,0.000386415,0.00040864,0.000319738,0.000374399,0.000313188,0.000553995,0.000332481,0.000479744,0.000462236,0.000485322,0.000364121,0.000382211,0.000252024,0.001108753,0.000436524,0.00042005,0.000564056,0.000327065,0.000651441,0.000473568,0.000653183
TG.46:2;O|TG.14:0_16:1_16:1;O__Pp,0,0,0,0,0,0,0,0,0,0,0,0,2.68E-05,0,0,0,0,0,0,9.50E-05,0,0,0,0,0,0,0
TG.46:2|TG.14:0_16:1_16:1__Pp,0.000778648,0.000742109,0.000458333,0.000693812,0.00088894,0.001003956,0.00058228,0.00064627,0.000503044,0.000633643,0.00052314,0.001047674,0.000609021,0.000825048,0.000766671,0.000773469,0.000601004,0.000668386,0.000429124,0.00242255,0.000685967,0.000951616,0.000963056,0.000499934,0.00124279,0.000633286,0.000931727
TG.46:3|TG.14:1_16:1_16:1__Pp,0.000450062,0.000428942,0.000227057,0.000392098,0.000429197,0.000538,0.000299172,0.000370476,0.000283796,0.000309774,0.00029028,0.000552139,0.000330107,0.000470232,0.00040231,0.000435162,0.000297576,0.000359376,0.000265278,0.001461787,0.000346152,0.000630459,0.000501896,0.000277001,0.00071453,0.000305822,0.000384663
TG.46:4|TG.10:0_18:2_18:2__Pp,3.67E-05,3.50E-05,4.12E-05,5.01E-05,5.54E-05,3.25E-05,7.32E-05,4.65E-05,3.96E-05,3.07E-05,3.91E-05,0,2.52E-05,4.33E-05,5.22E-05,7.69E-05,6.65E-05,5.28E-05,3.59E-05,6.77E-05,4.12E-05,4.37E-05,4.23E-05,3.90E-05,7.11E-05,6.08E-05,8.71E-05
TG.47:0|TG.14:0_16:0_17:0__Pp,9.60E-05,9.15E-05,9.79E-05,7.46E-05,0.000115903,0.000165413,0.00015544,0.000121204,0.000109401,0.000118068,6.98E-05,0.000180926,6.81E-05,0.000114102,0.000122835,0.000100661,7.58E-05,0.000166211,5.74E-05,0.000147073,0.000159247,0.000108848,0.000170412,0.000115234,0.000134509,0.000134115,9.72E-05
TG.47:1|TG.15:0_16:0_16:1__Pp,0.000213352,0.00020334,6.77E-05,0.000153784,0.000297781,0.000351088,0.000148715,0.000113607,0.000141651,0.000135071,0.000184693,0.000435852,0.000205363,0.000257497,0.000261216,0.000179688,2.76E-05,4.31E-05,8.74E-05,0.000626031,0.000130789,0.000232346,0.000188733,0.00018733,0.000435123,0.000139626,0.000142751
TG.47:2|TG.15:0_16:1_16:1__Pp,0.000387407,0.000369227,0.00014902,0.000275436,0.000430403,0.000540354,0.000184022,0.000183943,0.000187474,0.000135269,0.000226908,0.000755285,0.000351555,0.000431491,0.000397705,0.000273937,0.000160672,0.000193375,0.000155605,0.001298103,0.000282494,0.00046235,0.00042667,0.00016605,0.000757548,0.000121976,0.000125498
TG.47:3;O|TG.15:0_16:1_16:2;O__Pp,0,0,0,0,0,0,0,0,0,0,0,0,3.14E-05,0,0,0,0,0,0,0.000110283,0,0,0,0,0,0,0
TG.47:3|TG.15:1_16:1_16:1__Pp,9.51E-05,9.06E-05,2.53E-05,7.19E-05,8.34E-05,0.000137542,4.61E-05,6.69E-05,3.85E-05,4.14E-05,2.65E-05,0.000191703,8.34E-05,0.00010246,6.41E-05,5.59E-05,2.72E-05,4.30E-05,3.28E-05,0.000302138,5.38E-05,0.000110668,0.000110227,5.46E-05,0.000171059,0,2.08E-05
TG.48:0|TG.14:0_16:0_18:0__Pp,0.000302531,0.000288334,0.000324952,0.000377686,0.000542176,0.000495252,0.000452148,0.000379723,0.000327439,0.000361928,0.00032185,0.000361389,0.000332296,0.000469499,0.000473917,0.000351571,0.000437789,0.000473423,0.000220515,0.000482818,0.000379408,0.000393558,0.000635193,0.000431948,0.000588515,0.000413199,0.000436047
TG.48:1|TG.12:0_18:0_18:1__Pp,1.34E-05,1.28E-05,6.75E-06,4.84E-06,8.16E-06,2.22E-05,3.88E-05,1.40E-05,2.08E-05,2.60E-05,1.67E-05,4.85E-05,6.16E-06,1.14E-05,2.22E-06,2.45E-05,3.19E-05,3.31E-05,6.59E-06,2.58E-05,2.45E-05,3.54E-05,3.20E-05,4.76E-06,5.67E-05,3.48E-05,8.04E-06
TG.48:1|TG.14:0_16:0_18:1__Pp,0.001328523,0.001266179,0.001286108,0.00146333,0.001773672,0.001363612,0.001677781,0.001282794,0.00116041,0.001941375,0.001105112,0.000741722,0.000923711,0.001400988,0.001394041,0.001934673,0.001914092,0.001987914,0.00099906,0.002840699,0.001538798,0.001476872,0.001930245,0.001067861,0.001859775,0.002141766,0.004064674
TG.48:2;O|TG.16:0_16:1_16:1;O__Pp,1.06E-05,1.01E-05,1.96E-05,0,0,0,0,0,0,0,0,6.36E-05,3.52E-05,4.92E-05,0,0,0,0,0,0.000121351,0,0,0,0,1.55E-05,0,0
TG.48:2;O2|TG.16:0_16:0_16:2;O2__Pp,0,0,0,0,7.13E-05,2.82E-05,0,0,0,0,0,0,1.10E-05,0,0,2.25E-05,0,0,0,1.09E-05,0,0,0,0,0,0,0
TG.48:2|TG.14:0_16:1_18:1__Pp,0.00140824,0.001342155,0.001022221,0.001374174,0.001829964,0.001783376,0.001314166,0.001214409,0.00097752,0.001431661,0.001015019,0.001665181,0.001090788,0.0015069,0.001450674,0.001747073,0.001394086,0.001450943,0.00082869,0.004210666,0.00144586,0.001595077,0.001827222,0.001018133,0.00231294,0.001606551,0.002806656
TG.48:3;O|TG.16:0_16:1_16:2;O__Pp,7.72E-05,7.36E-05,0,5.19E-05,7.85E-05,7.96E-05,0,0,2.85E-05,0,0,6.16E-05,8.20E-05,6.00E-05,5.29E-05,0,0,0,0,0.000240358,4.31E-05,1.27E-05,8.86E-05,0,0.000112158,0,0
TG.48:3;O2|TG.16:1_16:1_16:1;O2__Pp,3.29E-05,3.13E-05,0,0,0,0,0,0,0,0,0,5.65E-05,0,0,3.03E-05,1.34E-05,0,0,0,0.000405254,0,0,0,0,0,0,0
TG.48:3|TG.16:1_16:1_16:1__Pp,0.001061789,0.001011963,0.00048877,0.00088624,0.001188981,0.001388359,0.000636108,0.000840712,0.000595393,0.000595392,0.00064793,0.001503937,0.000845979,0.001064092,0.000980565,0.000896924,0.000613484,0.000722263,0.000488654,0.003500857,0.000829321,0.001409759,0.001175884,0.000643683,0.001770534,0.000512378,0.000752764
TG.48:4|TG.12:0_18:1_18:3__Pp,5.19E-05,4.95E-05,5.67E-05,2.91E-05,8.38E-05,5.54E-05,4.44E-05,1.99E-05,5.84E-05,0.00011342,3.04E-05,3.55E-05,4.47E-05,3.28E-05,0.000111795,0.000109533,9.88E-05,4.70E-05,4.44E-05,0.000242223,5.56E-05,2.80E-05,0.000113075,4.97E-05,8.14E-05,8.80E-05,4.49E-05
TG.49:0|TG.15:0_16:0_18:0__Pp,9.52E-05,9.07E-05,8.28E-05,9.27E-05,0.000126714,0.000131659,0.00013956,0.000102476,9.77E-05,8.21E-05,7.68E-05,0.000154798,0.000103228,0.00011617,0.000135457,0.000122281,0.000124416,0.000135268,5.03E-05,0.00012236,0.000141203,7.97E-05,0.000202516,9.05E-05,0.000173522,0.000142219,9.82E-05
TG.49:1|TG.15:0_16:0_18:1__Pp,0.000211846,0.000201905,0.000185384,0.000220009,0.000298744,0.000283802,0.000237832,0.000236218,0.000183106,0.000184976,0.000199749,0.000123745,0.000179537,0.000255505,0.00026416,0.00032303,0.00028303,0.000293339,0.000144255,0.000441299,0.000207341,0.000238675,0.000326675,0.0001903,0.000347646,0.000218547,0.000297687
TG.49:2|TG.15:0_16:0_18:2__Pp,0.000158516,0.000151077,0.000211657,0.000248119,0.000313536,0,0.000242274,0.000222614,0.000174051,0.000121832,0.000100093,1.53E-05,0.00021891,0,0.000394178,0.000316892,0.000275371,0.000240708,0.000190481,0.000727659,0.000211673,0.000260224,0.0001691,0.000211107,0.000252388,0.000241072,0.000313797
TG.49:3|TG.15:1_16:1_18:1__Pp,2.81E-05,2.67E-05,1.03E-05,5.67E-05,7.53E-05,0.000105749,7.01E-05,1.47E-05,7.18E-05,7.93E-05,9.41E-05,0.000123766,6.08E-05,0.00012502,0.000110545,0.000114192,6.83E-05,0.000103305,2.95E-05,0.00020988,6.87E-05,7.94E-05,7.52E-05,6.79E-05,0.000154521,5.24E-05,9.17E-05
TG.50:0|TG.16:0_16:0_18:0__Pp,4.13E-05,3.94E-05,0.000790017,0.000702521,0.001075109,0.000736248,0.000709983,0.000738309,0.000568572,0.000104671,0.000445565,0.000373192,7.42E-05,0.000746604,0.000148373,0.000508398,0.001090661,0.000823357,0.000456233,0.000874469,0.000728956,0.000831749,0.000785545,0.000241779,0.000134357,0.000887993,0.001584021
TG.50:0|TG.16:0_16:0_18:0_1__Pp,0.000903279,0.000860891,0.001199001,0.001743679,0.002346546,0.001676755,0.001367937,0.000932259,0.001343477,0.000870526,0.001123837,0.001023592,0.001116038,0.001851099,0.001658235,0.00135192,0.001529748,0.001280982,0.00070439,0.00191377,0.001333094,0.001324174,0.002469481,0.001399798,0.001903919,0.000537846,0.001358564
TG.50:0|TG.16:0_16:0_18:0_2__Pp,1.81E-05,1.72E-05,3.10E-05,6.94E-06,2.43E-05,2.89E-05,2.59E-05,0,2.27E-05,2.39E-05,3.67E-05,1.38E-05,0,3.49E-05,4.48E-05,1.33E-05,1.38E-05,3.50E-05,0,3.38E-05,3.19E-05,8.10E-06,8.08E-06,2.14E-05,3.25E-05,3.64E-05,2.40E-05
TG.50:1;O|TG.16:0_18:0_16:1;O__Pp,0,0,9.16E-06,1.04E-05,2.11E-05,0,0,0,0,0,0,1.30E-05,8.32E-05,0,0,0,1.00E-05,0,0,8.99E-06,0,0,0,0,0,0,0
TG.50:1|TG.16:0_16:0_18:1__Pp,0.008578459,0.008175897,0.009260231,0.009603171,0.012375346,0.009827419,0.012316956,0.009958897,0.008388737,0.012512313,0.008204166,0.005180989,0.006773348,0.010346621,0.010335841,0.013048431,0.013749706,0.013995175,0.006854852,0.013471813,0.009875693,0.009259276,0.013760075,0.008450331,0.012338519,0.010546296,0.016268031
TG.50:2;O|TG.14:0_18:1_18:1;O__Pp,0,0,2.77E-05,2.41E-05,2.61E-05,0,0,5.49E-05,1.44E-05,8.73E-06,3.34E-05,4.04E-05,0.000247286,0,8.56E-06,7.30E-06,2.77E-05,9.70E-06,0,8.14E-05,0,3.99E-05,0,0,0,1.79E-05,1.76E-05
TG.50:2;O|TG.16:0_16:1_18:1;O__Pp,5.11E-05,4.87E-05,7.33E-05,4.93E-05,5.58E-05,9.51E-05,5.59E-05,8.19E-05,6.93E-05,3.78E-05,2.99E-05,0,0,4.95E-05,5.28E-05,9.04E-05,3.75E-05,8.67E-05,2.54E-05,0.000169185,2.52E-05,9.30E-05,0.000284737,4.95E-05,8.88E-05,9.65E-05,7.90E-05
TG.50:2|TG.16:0_16:1_18:1__Pp,1.88E-05,1.79E-05,2.13E-05,7.83E-05,9.79E-06,4.70E-05,3.01E-05,8.26E-05,4.19E-05,4.48E-05,4.81E-05,3.72E-05,1.04E-05,4.81E-05,3.95E-05,4.69E-05,9.34E-05,5.27E-05,2.30E-05,7.43E-05,9.31E-05,9.31E-05,6.00E-05,2.54E-05,3.89E-05,0.000125717,4.69E-05
TG.50:2|TG.16:0_16:1_18:1_1__Pp,0.009941152,0.009474642,0.010117217,0.012072298,0.013210316,0.009380641,0.013254378,0.009801013,0.008630262,0.015537207,0.008157099,0.004994154,0.006475528,0.01036005,0.010832081,0.016672893,0.015596951,0.014830012,0.008155053,0.021151328,0.011129756,0.010628538,0.014291718,0.008298144,0.013165459,0.015145134,0.030551877
TG.50:3;O|TG.16:0_18:1_16:2;O__Pp,3.61E-05,3.44E-05,5.58E-05,3.65E-05,4.78E-05,3.85E-05,5.43E-05,9.25E-05,6.19E-05,5.25E-05,5.34E-05,0.000109687,0.000136491,1.91E-05,3.97E-05,7.21E-05,0.00010221,4.03E-05,3.60E-05,0.000106556,5.54E-05,5.61E-05,6.30E-05,2.07E-05,2.83E-05,0,3.43E-05
TG.50:3|TG.14:0_18:1_18:2__Pp,0.003203057,0.003052746,0.003374604,0.004260953,0.004552424,0.00325738,0.004665236,0.003451423,0.002930892,0.005234068,0.002868767,0.001934076,0.00233456,0.003621853,0.003776024,0.006180827,0.005275708,0.004887021,0.002674957,0.006774217,0.003411331,0.003467416,0.004877202,0.002915588,0.004738944,0.004598351,0.008108209
TG.50:4|TG.14:0_18:1_18:3__Pp,0.000478538,0.000456081,0.000615755,0.000762793,0.000820398,0.000593527,0.000851039,0.000653452,0.000534336,0.000955888,0.000527957,0.00038126,0.000425303,0.000677501,0.000742537,0.001171397,0.000903326,0.000874384,0.000452031,0.001171658,0.000560699,0.000661688,0.00090814,0.000580133,0.000894413,0.000741809,0.001067519
TG.50:5|TG.14:0_18:2_18:3__Pp,3.11E-05,2.96E-05,2.84E-05,1.22E-05,6.97E-05,1.89E-05,2.45E-05,4.41E-05,4.67E-05,8.25E-05,5.71E-05,0,3.90E-05,1.81E-05,6.19E-05,7.40E-05,5.26E-05,7.39E-05,1.77E-05,6.10E-05,2.90E-05,3.41E-05,6.34E-05,5.09E-05,5.97E-05,3.04E-05,7.41E-05
TG.51:0|TG.16:0_17:0_18:0__Pp,0.000165644,0.000157871,0.000110046,0.000212768,0.000255447,0.000261273,0.000202962,7.58E-05,0.00017616,5.87E-05,6.94E-05,0.000291336,0.0001201,0.000177552,0.000205291,0.000170145,0.000174675,0.000187979,8.79E-05,0.000246021,0.00010615,0.000188925,0.000281526,0.000170385,0.000266958,7.57E-05,0.000152299
TG.51:1|TG.16:0_17:0_18:1__Pp,0.000839193,0.000799812,0.001059408,0.001323194,0.001474247,0.001067549,0.001316857,0.001069594,0.000881278,0.001395496,0.000825003,0.000769513,0.000817076,0.001090058,0.001126278,0.001867173,0.001607094,0.001492214,0.000797781,0.001659747,0.000842826,0.000941546,0.001417637,0.000878483,0.001507725,0.000671063,0.001383779
TG.51:2|TG.16:0_17:1_18:1__Pp,0.001076906,0.00102637,0.001117911,0.001374607,0.001572444,0.001218106,0.001469319,0.001186538,0.000990654,0.001684165,0.001056454,0.0008007,0.000893784,0.001256589,0.001371876,0.002034355,0.001778588,0.001599762,0.000913382,0.002306653,0.001096405,0.001132663,0.001631409,0.000946046,0.001754282,0.001135246,0.002100311
TG.51:3|TG.15:0_18:1_18:2__Pp,0.000455929,0.000434533,0.000502136,0.00064295,0.000746177,0.000544914,0.000716754,0.000565988,0.000407305,0.000715299,0.000397748,0.000437745,0.00039738,0.000563234,0.000679763,0.000913462,0.000720792,0.000725158,0.000411624,0.001047264,0.000422482,0.000530854,0.00076617,0.000458441,0.000821446,0.00046938,0.000851819
TG.51:3|TG.17:1_17:1_17:1__Pp,0.000463768,0.000442004,0.000491447,0.000642908,0.00075148,0.000544914,0.000716754,0.000557341,0.000407305,0.000715299,0.000406027,0.00043732,0.00039738,0.000644444,0.000679763,0.000909762,0.00071056,0.000740672,0.000411873,0.001047264,0.000422482,0.000514472,0.000785119,0.000458441,0.000821446,0.00046938,0.000814576
TG.51:4|TG.16:1_17:1_18:2__Pp,0.000117194,0.000111694,9.42E-05,6.39E-05,0.000168868,2.69E-05,5.95E-05,2.52E-05,0.000109915,9.95E-05,9.58E-05,5.25E-05,2.47E-05,0.000112397,5.37E-05,0.000224415,0.000200602,0.000139659,9.65E-05,0.000208671,7.94E-05,0.000171992,6.29E-05,0.000139518,1.24E-05,0.000151924,2.92E-05
TG.51:5|TG.15:1_18:2_18:2__Pp,1.90E-05,1.81E-05,0,3.71E-05,2.18E-05,0,2.56E-05,0,0,1.38E-05,0,3.70E-05,1.70E-05,0,3.19E-05,0,3.46E-05,0,0,0,0,2.76E-05,2.68E-05,2.40E-05,5.71E-05,0,1.86E-05
TG.52:0|TG.16:0_18:0_18:0__Pp,0.001164168,0.001109537,0.002009051,0.004240263,0.004749702,0.002957647,0.001855574,0.001223702,0.002577209,0.000850548,0.00166392,0.001836261,0.002136591,0.003438227,0.003027565,0.001730916,0.002169819,0.001425408,0.000923219,0.00371186,0.002212981,0.002302092,0.005023173,0.002475775,0.003092553,0.000728096,0.001932042
TG.52:1;O|TG.16:0_18:0_18:1;O__Pp,0,0,7.58E-06,0.000247044,0.000165613,0.000107025,0.000259199,0.000131959,0.000118047,0.000223888,0.000156575,0.000104152,0.000252695,0,0.000182979,3.29E-06,0,0.000117403,0.000107078,0.000104462,5.24E-05,8.48E-06,0.000274862,0.000212031,0.000150687,1.35E-05,0
TG.52:1|TG.16:0_18:0_18:1__Pp,0.032318609,0.030801991,0.040749147,0.040794661,0.052970562,0.037160324,0.0530768,0.040236929,0.033974552,0.047716419,0.03419896,0.018728309,0.028257929,0.043341107,0.043108552,0.055944201,0.057303959,0.058010399,0.029177706,0.047109837,0.032444526,0.032920805,0.055509066,0.034871534,0.050569909,0.019353219,0.0467775
TG.52:2;O|TG.16:0_18:1_18:1;O__Pp,0,0,5.24E-05,1.12E-05,0,0,5.41E-06,0,2.17E-05,9.67E-06,0,0.000313435,0.00032892,0,0,1.39E-05,4.44E-05,2.02E-05,0,6.47E-05,1.77E-05,3.49E-05,0,0,0,0,0
TG.52:2;O|TG.16:0_18:1_18:1;O_1__Pp,0.000256701,0.000244655,0.000234453,0.000335542,0.000305091,0.000247469,0.000318497,0.000232875,0.000215662,0.000331382,0.000203313,0.000167678,0,0.000234168,0.000239755,0.000411927,0.000350337,0.000388536,0.000229561,0.000362785,0.000270487,0.000219684,0.000311292,0.000211783,0.000413734,0.000242614,0.00028355
TG.52:2|TG.16:0_18:1_18:1__Pp,0.074455721,0.07096173,0.076842247,0.072548728,0.100820481,0.089653293,0.102744239,0.093014779,0.073311884,0.101739721,0.075923399,0.047340765,0.061227461,0.086908806,0.088492122,0.0968244,0.111548568,0.123276171,0.055210977,0.096676755,0.09102209,0.081882807,0.116531088,0.073941913,0.106701892,0.10629439,0.060940788
TG.52:2|TG.16:0_18:1_18:1_1__Pp,8.56E-06,8.16E-06,0,0,3.26E-05,0,1.16E-05,0,2.11E-05,2.07E-05,0,4.92E-05,0,3.89E-05,7.53E-06,4.31E-06,3.77E-05,4.66E-05,1.35E-05,7.08E-06,0,4.67E-05,6.06E-06,1.86E-05,3.09E-06,0,1.30E-05
TG.52:3;O|TG.16:0_18:1_18:2;O__Pp,3.94E-05,3.76E-05,5.16E-05,7.74E-05,4.78E-05,4.57E-05,3.56E-05,5.67E-05,0.000111137,8.94E-05,3.45E-05,0,4.72E-05,4.68E-05,3.83E-05,6.27E-05,6.59E-05,9.60E-05,2.87E-05,0.000106415,4.10E-05,5.27E-05,2.85E-05,2.76E-05,0.000106578,9.76E-05,7.62E-05
TG.52:3;O|TG.16:0_18:1_18:2;O_1__Pp,0.000320437,0.0003054,0.000632834,0.000716999,0.000684656,0.000538045,0.000532042,0.000744853,0.00057939,0.001089689,0.000496207,0.000483438,0.000571225,0.000490269,0.000576748,0.000849832,0.000890213,0.000819567,0.000423666,0.001118507,0.000531944,0.000587847,0.000751541,0.000453879,0.000705012,0.000710911,0.001019166
TG.52:3;O|TG.18:1_18:1_16:1;O__Pp,0.000130887,0.000124744,0.000186509,0.000134606,0.00011475,5.21E-05,3.14E-05,0,0.000100765,0.000333484,0,0.000124529,0.000544181,0,4.86E-05,7.55E-05,0.000140488,9.90E-05,0,2.42E-05,0,6.69E-05,4.74E-05,0,1.57E-05,5.19E-05,5.20E-05
TG.52:3|TG.16:0_18:1_18:2__Pp,0,0,0,0,1.48E-05,0,0,0,1.90E-05,0,0,0,0,0,0,1.00E-05,0,0,4.05E-05,0,0,0,0,0,1.36E-05,0,0
TG.52:3|TG.16:1_18:1_18:1__Pp,0.041385198,0.039443111,0.049297273,0.058320008,0.0649082,0.039553153,0.068667405,0.046414547,0.037879736,0.072068635,0.03881545,0.020900227,0.030571336,0.050004328,0.052613854,0.086478963,0.076464678,0.069678073,0.03814788,0.076747967,0,0.040482662,0.065153284,0.040353101,0.062888804,0,0.09206207
TG.52:4;O|TG.16:0_18:2_18:2;O__Pp,0.000110998,0.000105789,0.000182528,0.000205614,0.000182375,0.000132621,0.000237526,0.000163577,6.98E-05,0.000271847,0.000109257,0.000159268,0.00014235,5.31E-05,0.000188969,0.000270313,0.000240362,0.000265201,0.000114638,0.000303736,3.41E-05,0.000136942,0.000200175,7.20E-05,0.000195924,8.83E-05,0.000226099
TG.52:4;O|TG.18:1_18:2_16:1;O__Pp,0,0,2.19E-05,1.49E-05,1.92E-05,0,5.18E-05,0,0,2.83E-05,2.17E-05,0,0,1.03E-05,2.73E-05,1.26E-05,2.11E-05,0,1.21E-05,0,0,0,2.88E-05,2.44E-05,1.10E-05,0,0
TG.52:4|TG.16:0_18:2_18:2__Pp,0.009055127,0.008630196,0.011193683,0.013776335,0.014800873,0.009624343,0.016716646,0.010685174,0.008666593,0.016197389,0.009223532,0.005335317,0.007296388,0.011614706,0.012697239,0.022335985,0.017018418,0.015363904,0.008310032,0.016333993,0.008449719,0.008981248,0.015515994,0.009977382,0.015186307,0.00956483,0.01732558
TG.52:4|TG.16:0_18:2_18:2_1__Pp,0.009049086,0.008624439,0.011193683,0.013727329,0.014800873,0.009624343,0.01653867,0.010681461,0.008666593,0.016197389,0.009343984,0.005337892,0.007296388,0.011614706,0.012591222,0.022531011,0.017018418,0.015363904,0.008310032,0.016337218,0.008449719,0.0089813,0.015515994,0.009838721,0.015186307,0.009930914,0.017267693
TG.52:5;O|TG.18:1_18:2_16:2;O__Pp,2.19E-05,2.09E-05,1.11E-05,1.75E-05,2.11E-05,0,4.66E-05,2.14E-05,0,1.29E-05,0,0,0,2.36E-05,2.68E-05,3.75E-05,3.40E-05,0,1.92E-05,3.11E-05,0,2.13E-05,3.72E-05,0,2.30E-05,0,3.81E-05
TG.52:5|TG.16:1_18:2_18:2__Pp,0.001075928,0.001025438,0.001318696,0.001579003,0.001745373,0.001247479,0.00193316,0.001348938,0.001030736,0.001839765,0.001164958,0.000635663,0.000919609,0.001344944,0.001557679,0.002614611,0.001782445,0.001636124,0.000959103,0.002022123,0.001042748,0.001089064,0.001939018,0.001243562,0.001801218,0.001064257,0.001595664
TG.52:6|TG.16:1_18:2_18:3__Pp,5.33E-05,5.08E-05,9.30E-05,6.65E-05,7.40E-06,5.79E-05,0.00012007,7.99E-05,1.20E-05,9.13E-05,6.38E-05,0,5.00E-05,5.19E-05,7.94E-05,0.000108894,0.000126576,0.000123928,6.07E-05,6.34E-05,6.20E-05,4.81E-05,9.33E-05,6.12E-05,9.19E-05,6.13E-05,7.12E-05
TG.53:0|TG.14:0_16:0_23:0__Pp,0,0,0.000120795,9.94E-05,0.000102992,0.000281475,0.000204867,0.00013724,0.000142706,8.39E-05,8.98E-05,6.63E-05,8.40E-05,0.000210785,0.000148829,0.000156115,0.000108877,7.25E-05,0.000109079,0.000173933,0.000146038,0.000143591,0.000171455,0.000158277,0.000269837,0.000203609,0.000100392
TG.53:1|TG.17:0_18:0_18:1__Pp,0.00093385,0.000890027,0.001244152,0.001512637,0.001799976,0.001074281,0.001602099,0.001202936,0.000918253,0.001483248,0.000964215,0.000771309,0.000830565,0.001385382,0.001413188,0.001997159,0.001708128,0.001615165,0.000918699,0.001829694,0.00081805,0.000949084,0.001538239,0.000958556,0.001719526,0.000451977,0.001331767
TG.53:2|TG.17:0_18:1_18:1__Pp,0.00251414,0.002396158,0.0031251,0.003471842,0.003810549,0.002876968,0.00403801,0.003020151,0.00203661,0.004377032,0.002545713,0.001705268,0.002210584,0.003289052,0.002994502,0.005185917,0.004169906,0.004389324,0.002247424,0.004888728,0.002734012,0.002737748,0.004272052,0.00257031,0.003886454,0.002808737,0.004932534
