CompoundName,CleanName,CompoundID,LipidABV,Formula,Mass,RT,LargerLipidGroup.ABV,LargerLipidGroup,LIPIDClass_CommonName,LipidClass_LIPID_MAPS,LIPID_MAPS
Cer_EOS d63:3,Cer EOS d63:3,Cer_EOS.d63:3__Np,Cer_EOS,C63 H119 N O5,969.9087,14.16,Sphingolipids ,SP,Ceramides,Ceramide esterified ω-hydroxy fatty acid-sphingosine,
Cer_EOS d65:3,Cer EOS d65:3,Cer_EOS.d65:3__Np,Cer_EOS,C65 H123 N O5,997.9399,14.22,Sphingolipids ,SP,Ceramides,Ceramide esterified ω-hydroxy fatty acid-sphingosine,
Cer_EOS d66:3,Cer EOS d66:3,Cer_EOS.d66:3__Np,Cer_EOS,C66 H125 N O5,1011.956,14.36,Sphingolipids ,SP,Ceramides,Ceramide esterified ω-hydroxy fatty acid-sphingosine,
Cer_EOS d67:4,Cer EOS d67:4,Cer_EOS.d67:4__Np,Cer_EOS,C67 H125 N O5,1023.9555,14.22,Sphingolipids ,SP,Ceramides,Ceramide esterified ω-hydroxy fatty acid-sphingosine,
Cer_EOS d67:4,Cer EOS d67:4,Cer_EOS.d67:4__Np,Cer_EOS,C67 H125 N O5,1023.9555,14.22,Sphingolipids ,SP,Ceramides,Ceramide esterified ω-hydroxy fatty acid-sphingosine,
Cer_EOS d67:4,Cer EOS d67:4,Cer_EOS.d67:4__Np,Cer_EOS,C67 H125 N O5,1023.9555,14.22,Sphingolipids ,SP,Ceramides,Ceramide esterified ω-hydroxy fatty acid-sphingosine,
Cer_EOS d67:4,Cer EOS d67:4,Cer_EOS.d67:4__Np,Cer_EOS,C67 H125 N O5,1023.9555,14.22,Sphingolipids ,SP,Ceramides,Ceramide esterified ω-hydroxy fatty acid-sphingosine,
Cer_EOS d67:5,Cer EOS d67:5,Cer_EOS.d67:5__Np,Cer_EOS,C67 H123 N O5,1021.9407,14.38,Sphingolipids ,SP,Ceramides,Ceramide esterified ω-hydroxy fatty acid-sphingosine,
Cer_EOS d68:3,Cer EOS d68:3,Cer_EOS.d68:3__Np,Cer_EOS,C68 H129 N O5,1039.9879,14.5,Sphingolipids ,SP,Ceramides,Ceramide esterified ω-hydroxy fatty acid-sphingosine,
Cer_EOS d69:5,Cer EOS d69:5,Cer_EOS.d69:5__Np,Cer_EOS,C69 H127 N O5,1049.9707,14.39,Sphingolipids ,SP,Ceramides,Ceramide esterified ω-hydroxy fatty acid-sphingosine,
Cer_EOS d70:4,Cer EOS d70:4,Cer_EOS.d70:4__Np,Cer_EOS,C70 H131 N O5,1066.0029,14.49,Sphingolipids ,SP,Ceramides,Ceramide esterified ω-hydroxy fatty acid-sphingosine,
Cer_EOS d71:3,Cer EOS d71:3,Cer_EOS.d71:3__Np,Cer_EOS,C71 H135 N O5,1082.0342,14.6,Sphingolipids ,SP,Ceramides,Ceramide esterified ω-hydroxy fatty acid-sphingosine,
Cer_EOS d72:4,Cer EOS d72:4,Cer_EOS.d72:4__Np,Cer_EOS,C72 H135 N O5,1094.035,14.56,Sphingolipids ,SP,Ceramides,Ceramide esterified ω-hydroxy fatty acid-sphingosine,
Cer_EOS d72:5,Cer EOS d72:5,Cer_EOS.d72:5__Np,Cer_EOS,C72 H133 N O5,1092.0182,14.5,Sphingolipids ,SP,Ceramides,Ceramide esterified ω-hydroxy fatty acid-sphingosine,
Cer_NDS d15:0_20:0,Cer NDS d15:0 20:0,Cer_NDS.d15:0_20:0__Np,Cer_NDS,C35 H71 N O3,553.5433,9.1,Sphingolipids ,SP,Ceramides,Ceramide non-hydroxyfatty acid-dihydrosphingosine,
Cer_NDS d16:0_16:0,Cer NDS d16:0 16:0,Cer_NDS.d16:0_16:0__Np,Cer_NDS,C32 H65 N O3,511.4963,7.63,Sphingolipids ,SP,Ceramides,Ceramide non-hydroxyfatty acid-dihydrosphingosine,
Cer_NDS d16:0_18:2,Cer NDS d16:0 18:2,Cer_NDS.d16:0_18:2__Np,Cer_NDS,C34 H65 N O3,535.4962,7.39,Sphingolipids ,SP,Ceramides,Ceramide non-hydroxyfatty acid-dihydrosphingosine,
Cer_NDS d16:0_20:0,Cer NDS d16:0 20:0,Cer_NDS.d16:0_20:0__Np,Cer_NDS,C36 H73 N O3,567.5593,9.56,Sphingolipids ,SP,Ceramides,Ceramide non-hydroxyfatty acid-dihydrosphingosine,
Cer_NDS d16:0_20:0,Cer NDS d16:0 20:0,Cer_NDS.d16:0_20:0__Np,Cer_NDS,C36 H73 N O3,567.5592,9.58,Sphingolipids ,SP,Ceramides,Ceramide non-hydroxyfatty acid-dihydrosphingosine,
Cer_NDS d16:0_20:0,Cer NDS d16:0 20:0,Cer_NDS.d16:0_20:0__Np,Cer_NDS,C36 H73 N O3,567.5593,9.56,Sphingolipids ,SP,Ceramides,Ceramide non-hydroxyfatty acid-dihydrosphingosine,
Cer_NDS d16:0_20:0,Cer NDS d16:0 20:0,Cer_NDS.d16:0_20:0__Np,Cer_NDS,C36 H73 N O3,567.5592,9.58,Sphingolipids ,SP,Ceramides,Ceramide non-hydroxyfatty acid-dihydrosphingosine,
Cer_NDS d16:0_24:0,Cer NDS d16:0 24:0,Cer_NDS.d16:0_24:0__Np,Cer_NDS,C40 H81 N O3,623.6219,11.25,Sphingolipids ,SP,Ceramides,Ceramide non-hydroxyfatty acid-dihydrosphingosine,
Cer_NDS d17:0_16:0,Cer NDS d17:0 16:0,Cer_NDS.d17:0_16:0__Np,Cer_NDS,C33 H67 N O3,525.5121,8.13,Sphingolipids ,SP,Ceramides,Ceramide non-hydroxyfatty acid-dihydrosphingosine,
Cer_NDS d17:0_16:0,Cer NDS d17:0 16:0,Cer_NDS.d17:0_16:0__Np,Cer_NDS,C33 H67 N O3,525.5121,8.12,Sphingolipids ,SP,Ceramides,Ceramide non-hydroxyfatty acid-dihydrosphingosine,
Cer_NDS d17:0_16:0,Cer NDS d17:0 16:0,Cer_NDS.d17:0_16:0__Np,Cer_NDS,C33 H67 N O3,525.5121,8.13,Sphingolipids ,SP,Ceramides,Ceramide non-hydroxyfatty acid-dihydrosphingosine,
Cer_NDS d17:0_16:0,Cer NDS d17:0 16:0,Cer_NDS.d17:0_16:0__Np,Cer_NDS,C33 H67 N O3,525.5121,8.12,Sphingolipids ,SP,Ceramides,Ceramide non-hydroxyfatty acid-dihydrosphingosine,
Cer_NDS d17:0_20:0,Cer NDS d17:0 20:0,Cer_NDS.d17:0_20:0__Np,Cer_NDS,C37 H75 N O3,581.5748,10.02,Sphingolipids ,SP,Ceramides,Ceramide non-hydroxyfatty acid-dihydrosphingosine,
Cer_NDS d17:0_20:0,Cer NDS d17:0 20:0,Cer_NDS.d17:0_20:0__Np,Cer_NDS,C37 H75 N O3,581.5748,10.03,Sphingolipids ,SP,Ceramides,Ceramide non-hydroxyfatty acid-dihydrosphingosine,
Cer_NDS d17:0_20:0,Cer NDS d17:0 20:0,Cer_NDS.d17:0_20:0__Np,Cer_NDS,C37 H75 N O3,581.5748,10.02,Sphingolipids ,SP,Ceramides,Ceramide non-hydroxyfatty acid-dihydrosphingosine,
Cer_NDS d17:0_20:0,Cer NDS d17:0 20:0,Cer_NDS.d17:0_20:0__Np,Cer_NDS,C37 H75 N O3,581.5748,10.03,Sphingolipids ,SP,Ceramides,Ceramide non-hydroxyfatty acid-dihydrosphingosine,
Cer_NDS d17:0_22:0,Cer NDS d17:0 22:0,Cer_NDS.d17:0_22:0__Np,Cer_NDS,C39 H79 N O3,609.6061,10.87,Sphingolipids ,SP,Ceramides,Ceramide non-hydroxyfatty acid-dihydrosphingosine,
Cer_NDS d17:0_22:0,Cer NDS d17:0 22:0,Cer_NDS.d17:0_22:0__Np,Cer_NDS,C39 H79 N O3,609.6061,10.86,Sphingolipids ,SP,Ceramides,Ceramide non-hydroxyfatty acid-dihydrosphingosine,
Cer_NDS d17:0_22:0,Cer NDS d17:0 22:0,Cer_NDS.d17:0_22:0__Np,Cer_NDS,C39 H79 N O3,609.6061,10.87,Sphingolipids ,SP,Ceramides,Ceramide non-hydroxyfatty acid-dihydrosphingosine,
Cer_NDS d17:0_22:0,Cer NDS d17:0 22:0,Cer_NDS.d17:0_22:0__Np,Cer_NDS,C39 H79 N O3,609.6061,10.86,Sphingolipids ,SP,Ceramides,Ceramide non-hydroxyfatty acid-dihydrosphingosine,
Cer_NDS d18:0_16:0,Cer NDS d18:0 16:0,Cer_NDS.d18:0_16:0__Np,Cer_NDS,C34 H69 N O3,539.5278,8.65,Sphingolipids ,SP,Ceramides,Ceramide non-hydroxyfatty acid-dihydrosphingosine,
Cer_NDS d18:0_20:0,Cer NDS d18:0 20:0,Cer_NDS.d18:0_20:0__Np,Cer_NDS,C38 H77 N O3,595.5906,10.44,Sphingolipids ,SP,Ceramides,Ceramide non-hydroxyfatty acid-dihydrosphingosine,
Cer_NDS d18:0_24:1,Cer NDS d18:0 24:1,Cer_NDS.d18:0_24:1__Np,Cer_NDS,C42 H83 N O3,649.637,11.18,Sphingolipids ,SP,Ceramides,Ceramide non-hydroxyfatty acid-dihydrosphingosine,
Cer_NDS d19:0_30:1,Cer NDS d19:0 30:1,Cer_NDS.d19:0_30:1__Np,Cer_NDS,C49 H97 N O3,747.7471,13.85,Sphingolipids ,SP,Ceramides,Ceramide non-hydroxyfatty acid-dihydrosphingosine,
Cer_NDS d19:0_32:1,Cer NDS d19:0 32:1,Cer_NDS.d19:0_32:1__Np,Cer_NDS,C51 H101 N O3,775.7782,14.23,Sphingolipids ,SP,Ceramides,Ceramide non-hydroxyfatty acid-dihydrosphingosine,
Cer_NDS d19:0_32:2,Cer NDS d19:0 32:2,Cer_NDS.d19:0_32:2__Np,Cer_NDS,C51 H99 N O3,773.7624,13.8,Sphingolipids ,SP,Ceramides,Ceramide non-hydroxyfatty acid-dihydrosphingosine,
Cer_NDS d20:0_32:2,Cer NDS d20:0 32:2,Cer_NDS.d20:0_32:2__Np,Cer_NDS,C52 H101 N O3,787.7783,14.07,Sphingolipids ,SP,Ceramides,Ceramide non-hydroxyfatty acid-dihydrosphingosine,
Cer_NDS d20:0_32:2,Cer NDS d20:0 32:2,Cer_NDS.d20:0_32:2__Np,Cer_NDS,C52 H101 N O3,787.7785,14.05,Sphingolipids ,SP,Ceramides,Ceramide non-hydroxyfatty acid-dihydrosphingosine,
Cer_NDS d20:0_32:2,Cer NDS d20:0 32:2,Cer_NDS.d20:0_32:2__Np,Cer_NDS,C52 H101 N O3,787.7783,14.07,Sphingolipids ,SP,Ceramides,Ceramide non-hydroxyfatty acid-dihydrosphingosine,
Cer_NDS d20:0_32:2,Cer NDS d20:0 32:2,Cer_NDS.d20:0_32:2__Np,Cer_NDS,C52 H101 N O3,787.7785,14.05,Sphingolipids ,SP,Ceramides,Ceramide non-hydroxyfatty acid-dihydrosphingosine,
Cer_NDS d20:0_34:2,Cer NDS d20:0 34:2,Cer_NDS.d20:0_34:2__Np,Cer_NDS,C54 H105 N O3,815.8092,14.36,Sphingolipids ,SP,Ceramides,Ceramide non-hydroxyfatty acid-dihydrosphingosine,
Cer_NDS d21:0_20:0,Cer NDS d21:0 20:0,Cer_NDS.d21:0_20:0__Np,Cer_NDS,C41 H83 N O3,637.6375,11.62,Sphingolipids ,SP,Ceramides,Ceramide non-hydroxyfatty acid-dihydrosphingosine,
Cer_NDS d22:0_24:0,Cer NDS d22:0 24:0,Cer_NDS.d22:0_24:0__Np,Cer_NDS,C46 H93 N O3,707.7153,13.55,Sphingolipids ,SP,Ceramides,Ceramide non-hydroxyfatty acid-dihydrosphingosine,
Cer_NDS d22:0_26:0,Cer NDS d22:0 26:0,Cer_NDS.d22:0_26:0__Np,Cer_NDS,C48 H97 N O3,735.7465,14.07,Sphingolipids ,SP,Ceramides,Ceramide non-hydroxyfatty acid-dihydrosphingosine,
Cer_NDS d23:0_28:0,Cer NDS d23:0 28:0,Cer_NDS.d23:0_28:0__Np,Cer_NDS,C51 H103 N O3,777.7931,14.36,Sphingolipids ,SP,Ceramides,Ceramide non-hydroxyfatty acid-dihydrosphingosine,
Cer_NDS d32:0,Cer NDS d32:0,Cer_NDS.d32:0__Np,Cer_NDS,C32 H65 N O3,511.4964,7.62,Sphingolipids ,SP,Ceramides,Ceramide non-hydroxyfatty acid-dihydrosphingosine,
Cer_NDS d35:0,Cer NDS d35:0,Cer_NDS.d35:0__Np,Cer_NDS,C35 H71 N O3,553.5433,9.11,Sphingolipids ,SP,Ceramides,Ceramide non-hydroxyfatty acid-dihydrosphingosine,
Cer_NDS d38:0,Cer NDS d38:0,Cer_NDS.d38:0__Np,Cer_NDS,C38 H77 N O3,595.5905,10.45,Sphingolipids ,SP,Ceramides,Ceramide non-hydroxyfatty acid-dihydrosphingosine,
Cer_NDS d40:0,Cer NDS d40:0,Cer_NDS.d40:0__Np,Cer_NDS,C40 H81 N O3,623.6219,11.24,Sphingolipids ,SP,Ceramides,Ceramide non-hydroxyfatty acid-dihydrosphingosine,
Cer_NDS d41:0,Cer NDS d41:0,Cer_NDS.d41:0__Np,Cer_NDS,C41 H83 N O3,637.6375,11.64,Sphingolipids ,SP,Ceramides,Ceramide non-hydroxyfatty acid-dihydrosphingosine,
Cer_NDS d42:0,Cer NDS d42:0,Cer_NDS.d42:0__Np,Cer_NDS,C42 H85 N O3,651.6532,11.99,Sphingolipids ,SP,Ceramides,Ceramide non-hydroxyfatty acid-dihydrosphingosine,
Cer_NDS d42:2,Cer NDS d42:2,Cer_NDS.d42:2__Np,Cer_NDS,C42 H81 N O3,647.6216,10.9,Sphingolipids ,SP,Ceramides,Ceramide non-hydroxyfatty acid-dihydrosphingosine,
Cer_NDS d44:1,Cer NDS d44:1,Cer_NDS.d44:1__Np,Cer_NDS,C44 H87 N O3,677.6689,12.43,Sphingolipids ,SP,Ceramides,Ceramide non-hydroxyfatty acid-dihydrosphingosine,
Cer_NDS d45:0,Cer NDS d45:0,Cer_NDS.d45:0__Np,Cer_NDS,C45 H91 N O3,693.7001,12.99,Sphingolipids ,SP,Ceramides,Ceramide non-hydroxyfatty acid-dihydrosphingosine,
Cer_NDS d45:1,Cer NDS d45:1,Cer_NDS.d45:1__Np,Cer_NDS,C45 H89 N O3,691.6852,12.76,Sphingolipids ,SP,Ceramides,Ceramide non-hydroxyfatty acid-dihydrosphingosine,
Cer_NDS d46:0,Cer NDS d46:0,Cer_NDS.d46:0__Np,Cer_NDS,C46 H93 N O3,707.716,13.28,Sphingolipids ,SP,Ceramides,Ceramide non-hydroxyfatty acid-dihydrosphingosine,
Cer_NDS d46:0,Cer NDS d46:0,Cer_NDS.d46:0__Np,Cer_NDS,C46 H93 N O3,707.7159,13.26,Sphingolipids ,SP,Ceramides,Ceramide non-hydroxyfatty acid-dihydrosphingosine,
Cer_NDS d46:0,Cer NDS d46:0,Cer_NDS.d46:0__Np,Cer_NDS,C46 H93 N O3,707.716,13.28,Sphingolipids ,SP,Ceramides,Ceramide non-hydroxyfatty acid-dihydrosphingosine,
Cer_NDS d46:0,Cer NDS d46:0,Cer_NDS.d46:0__Np,Cer_NDS,C46 H93 N O3,707.7159,13.26,Sphingolipids ,SP,Ceramides,Ceramide non-hydroxyfatty acid-dihydrosphingosine,
Cer_NDS d46:1,Cer NDS d46:1,Cer_NDS.d46:1__Np,Cer_NDS,C46 H91 N O3,705.7004,13.06,Sphingolipids ,SP,Ceramides,Ceramide non-hydroxyfatty acid-dihydrosphingosine,
Cer_NDS d47:0,Cer NDS d47:0,Cer_NDS.d47:0__Np,Cer_NDS,C47 H95 N O3,721.7312,13.56,Sphingolipids ,SP,Ceramides,Ceramide non-hydroxyfatty acid-dihydrosphingosine,
Cer_NDS d47:0,Cer NDS d47:0,Cer_NDS.d47:0__Np,Cer_NDS,C47 H95 N O3,721.7313,13.55,Sphingolipids ,SP,Ceramides,Ceramide non-hydroxyfatty acid-dihydrosphingosine,
Cer_NDS d47:0,Cer NDS d47:0,Cer_NDS.d47:0__Np,Cer_NDS,C47 H95 N O3,721.7312,13.56,Sphingolipids ,SP,Ceramides,Ceramide non-hydroxyfatty acid-dihydrosphingosine,
Cer_NDS d47:0,Cer NDS d47:0,Cer_NDS.d47:0__Np,Cer_NDS,C47 H95 N O3,721.7313,13.55,Sphingolipids ,SP,Ceramides,Ceramide non-hydroxyfatty acid-dihydrosphingosine,
Cer_NDS d48:0,Cer NDS d48:0,Cer_NDS.d48:0__Np,Cer_NDS,C48 H97 N O3,735.7469,13.81,Sphingolipids ,SP,Ceramides,Ceramide non-hydroxyfatty acid-dihydrosphingosine,
Cer_NDS d48:0,Cer NDS d48:0,Cer_NDS.d48:0__Np,Cer_NDS,C48 H97 N O3,735.747,13.81,Sphingolipids ,SP,Ceramides,Ceramide non-hydroxyfatty acid-dihydrosphingosine,
Cer_NDS d48:0,Cer NDS d48:0,Cer_NDS.d48:0__Np,Cer_NDS,C48 H97 N O3,735.7469,13.81,Sphingolipids ,SP,Ceramides,Ceramide non-hydroxyfatty acid-dihydrosphingosine,
Cer_NDS d48:0,Cer NDS d48:0,Cer_NDS.d48:0__Np,Cer_NDS,C48 H97 N O3,735.747,13.81,Sphingolipids ,SP,Ceramides,Ceramide non-hydroxyfatty acid-dihydrosphingosine,
Cer_NDS d48:1,Cer NDS d48:1,Cer_NDS.d48:1__Np,Cer_NDS,C48 H95 N O3,733.7317,13.62,Sphingolipids ,SP,Ceramides,Ceramide non-hydroxyfatty acid-dihydrosphingosine,
Cer_NDS d48:1,Cer NDS d48:1,Cer_NDS.d48:1__Np,Cer_NDS,C48 H95 N O3,733.7318,13.64,Sphingolipids ,SP,Ceramides,Ceramide non-hydroxyfatty acid-dihydrosphingosine,
Cer_NDS d48:1,Cer NDS d48:1,Cer_NDS.d48:1__Np,Cer_NDS,C48 H95 N O3,733.7317,13.62,Sphingolipids ,SP,Ceramides,Ceramide non-hydroxyfatty acid-dihydrosphingosine,
Cer_NDS d48:1,Cer NDS d48:1,Cer_NDS.d48:1__Np,Cer_NDS,C48 H95 N O3,733.7318,13.64,Sphingolipids ,SP,Ceramides,Ceramide non-hydroxyfatty acid-dihydrosphingosine,
Cer_NDS d49:0,Cer NDS d49:0,Cer_NDS.d49:0__Np,Cer_NDS,C49 H99 N O3,749.7622,14.08,Sphingolipids ,SP,Ceramides,Ceramide non-hydroxyfatty acid-dihydrosphingosine,
Cer_NDS d49:0,Cer NDS d49:0,Cer_NDS.d49:0__Np,Cer_NDS,C49 H99 N O3,749.7623,14.07,Sphingolipids ,SP,Ceramides,Ceramide non-hydroxyfatty acid-dihydrosphingosine,
Cer_NDS d49:0,Cer NDS d49:0,Cer_NDS.d49:0__Np,Cer_NDS,C49 H99 N O3,749.7622,14.08,Sphingolipids ,SP,Ceramides,Ceramide non-hydroxyfatty acid-dihydrosphingosine,
Cer_NDS d49:0,Cer NDS d49:0,Cer_NDS.d49:0__Np,Cer_NDS,C49 H99 N O3,749.7623,14.07,Sphingolipids ,SP,Ceramides,Ceramide non-hydroxyfatty acid-dihydrosphingosine,
Cer_NDS d49:1,Cer NDS d49:1,Cer_NDS.d49:1__Np,Cer_NDS,C49 H97 N O3,747.7463,13.41,Sphingolipids ,SP,Ceramides,Ceramide non-hydroxyfatty acid-dihydrosphingosine,
Cer_NDS d49:1,Cer NDS d49:1,Cer_NDS.d49:1__Np,Cer_NDS,C49 H97 N O3,747.7471,13.85,Sphingolipids ,SP,Ceramides,Ceramide non-hydroxyfatty acid-dihydrosphingosine,
Cer_NDS d49:1_1,Cer NDS d49:1,Cer_NDS.d49:1_1__Np,Cer_NDS,C49 H97 N O3,747.7471,13.85,Sphingolipids ,SP,Ceramides,Ceramide non-hydroxyfatty acid-dihydrosphingosine,
Cer_NDS d50:0,Cer NDS d50:0,Cer_NDS.d50:0__Np,Cer_NDS,C50 H101 N O3,763.7761,14.21,Sphingolipids ,SP,Ceramides,Ceramide non-hydroxyfatty acid-dihydrosphingosine,
Cer_NDS d50:1,Cer NDS d50:1,Cer_NDS.d50:1__Np,Cer_NDS,C50 H99 N O3,761.7623,14.36,Sphingolipids ,SP,Ceramides,Ceramide non-hydroxyfatty acid-dihydrosphingosine,
Cer_NDS d50:1,Cer NDS d50:1,Cer_NDS.d50:1__Np,Cer_NDS,C50 H99 N O3,761.763,14.12,Sphingolipids ,SP,Ceramides,Ceramide non-hydroxyfatty acid-dihydrosphingosine,
Cer_NDS d50:1,Cer NDS d50:1,Cer_NDS.d50:1__Np,Cer_NDS,C50 H99 N O3,761.7631,14.13,Sphingolipids ,SP,Ceramides,Ceramide non-hydroxyfatty acid-dihydrosphingosine,
Cer_NDS d50:1,Cer NDS d50:1,Cer_NDS.d50:1__Np,Cer_NDS,C50 H99 N O3,761.7623,14.36,Sphingolipids ,SP,Ceramides,Ceramide non-hydroxyfatty acid-dihydrosphingosine,
Cer_NDS d50:1,Cer NDS d50:1,Cer_NDS.d50:1__Np,Cer_NDS,C50 H99 N O3,761.763,14.12,Sphingolipids ,SP,Ceramides,Ceramide non-hydroxyfatty acid-dihydrosphingosine,
Cer_NDS d50:1,Cer NDS d50:1,Cer_NDS.d50:1__Np,Cer_NDS,C50 H99 N O3,761.7631,14.13,Sphingolipids ,SP,Ceramides,Ceramide non-hydroxyfatty acid-dihydrosphingosine,
Cer_NDS d50:1_1,Cer NDS d50:1,Cer_NDS.d50:1_1__Np,Cer_NDS,C50 H99 N O3,761.7631,14.13,Sphingolipids ,SP,Ceramides,Ceramide non-hydroxyfatty acid-dihydrosphingosine,
Cer_NDS d50:2,Cer NDS d50:2,Cer_NDS.d50:2__Np,Cer_NDS,C50 H97 N O3,759.7466,13.55,Sphingolipids ,SP,Ceramides,Ceramide non-hydroxyfatty acid-dihydrosphingosine,
Cer_NDS d52:1,Cer NDS d52:1,Cer_NDS.d52:1__Np,Cer_NDS,C52 H103 N O3,789.7942,14.38,Sphingolipids ,SP,Ceramides,Ceramide non-hydroxyfatty acid-dihydrosphingosine,
Cer_NP t14:2_34:0,Cer NP t14:2 34:0,Cer_NP.t14:2_34:0__Np,Cer_NP,C48 H93 N O4,747.7103,12.72,Sphingolipids ,SP,Ceramides,Ceramide non-hydroxyfatty acid-phytospingosine,
Cer_NP t16:0_31:1,Cer NP t16:0 31:1,Cer_NP.t16:0_31:1__Np,Cer_NP,C47 H93 N O4,735.7101,12.03,Sphingolipids ,SP,Ceramides,Ceramide non-hydroxyfatty acid-phytospingosine,
Cer_NP t16:0_31:1,Cer NP t16:0 31:1,Cer_NP.t16:0_31:1__Np,Cer_NP,C47 H93 N O4,735.7099,11.89,Sphingolipids ,SP,Ceramides,Ceramide non-hydroxyfatty acid-phytospingosine,
Cer_NP t16:0_31:1_1,Cer NP t16:0 31:1,Cer_NP.t16:0_31:1_1__Np,Cer_NP,C47 H93 N O4,735.7099,11.89,Sphingolipids ,SP,Ceramides,Ceramide non-hydroxyfatty acid-phytospingosine,
Cer_NP t17:0_14:0,Cer NP t17:0 14:0,Cer_NP.t17:0_14:0__Np,Cer_NP,C31 H63 N O4,513.4755,6.27,Sphingolipids ,SP,Ceramides,Ceramide non-hydroxyfatty acid-phytospingosine,
Cer_NP t17:0_16:0,Cer NP t17:0 16:0,Cer_NP.t17:0_16:0__Np,Cer_NP,C33 H67 N O4,541.5067,7.25,Sphingolipids ,SP,Ceramides,Ceramide non-hydroxyfatty acid-phytospingosine,
Cer_NP t17:0_16:0,Cer NP t17:0 16:0,Cer_NP.t17:0_16:0__Np,Cer_NP,C33 H67 N O4,541.5067,7.27,Sphingolipids ,SP,Ceramides,Ceramide non-hydroxyfatty acid-phytospingosine,
Cer_NP t17:0_16:0,Cer NP t17:0 16:0,Cer_NP.t17:0_16:0__Np,Cer_NP,C33 H67 N O4,541.5067,7.25,Sphingolipids ,SP,Ceramides,Ceramide non-hydroxyfatty acid-phytospingosine,
Cer_NP t17:0_16:0,Cer NP t17:0 16:0,Cer_NP.t17:0_16:0__Np,Cer_NP,C33 H67 N O4,541.5067,7.27,Sphingolipids ,SP,Ceramides,Ceramide non-hydroxyfatty acid-phytospingosine,
Cer_NP t17:0_20:0,Cer NP t17:0 20:0,Cer_NP.t17:0_20:0__Np,Cer_NP,C37 H75 N O4,597.5696,9.22,Sphingolipids ,SP,Ceramides,Ceramide non-hydroxyfatty acid-phytospingosine,
Cer_NP t17:0_22:0,Cer NP t17:0 22:0,Cer_NP.t17:0_22:0__Np,Cer_NP,C39 H79 N O4,625.6009,10.11,Sphingolipids ,SP,Ceramides,Ceramide non-hydroxyfatty acid-phytospingosine,
Cer_NP t17:0_22:1,Cer NP t17:0 22:1,Cer_NP.t17:0_22:1__Np,Cer_NP,C39 H77 N O4,623.585,9.22,Sphingolipids ,SP,Ceramides,Ceramide non-hydroxyfatty acid-phytospingosine,
Cer_NP t17:0_24:0,Cer NP t17:0 24:0,Cer_NP.t17:0_24:0__Np,Cer_NP,C41 H83 N O4,653.6321,10.94,Sphingolipids ,SP,Ceramides,Ceramide non-hydroxyfatty acid-phytospingosine,
Cer_NP t17:0_26:0,Cer NP t17:0 26:0,Cer_NP.t17:0_26:0__Np,Cer_NP,C43 H87 N O4,681.6634,11.69,Sphingolipids ,SP,Ceramides,Ceramide non-hydroxyfatty acid-phytospingosine,
Cer_NP t18:0_16:0,Cer NP t18:0 16:0,Cer_NP.t18:0_16:0__Np,Cer_NP,C34 H69 N O4,555.5224,7.76,Sphingolipids ,SP,Ceramides,Ceramide non-hydroxyfatty acid-phytospingosine,
Cer_NP t18:0_20:0,Cer NP t18:0 20:0,Cer_NP.t18:0_20:0__Np,Cer_NP,C38 H77 N O4,611.5853,9.7,Sphingolipids ,SP,Ceramides,Ceramide non-hydroxyfatty acid-phytospingosine,
Cer_NP t18:0_24:2,Cer NP t18:0 24:2,Cer_NP.t18:0_24:2__Np,Cer_NP,C42 H81 N O4,663.6162,9.61,Sphingolipids ,SP,Ceramides,Ceramide non-hydroxyfatty acid-phytospingosine,
Cer_NP t19:0_24:0,Cer NP t19:0 24:0,Cer_NP.t19:0_24:0__Np,Cer_NP,C43 H87 N O4,681.6639,12.11,Sphingolipids ,SP,Ceramides,Ceramide non-hydroxyfatty acid-phytospingosine,
Cer_NP t21:1_28:0,Cer NP t21:1 28:0,Cer_NP.t21:1_28:0__Np,Cer_NP,C49 H97 N O4,763.7414,11.07,Sphingolipids ,SP,Ceramides,Ceramide non-hydroxyfatty acid-phytospingosine,
Cer_NP t22:0_24:0,Cer NP t22:0 24:0,Cer_NP.t22:0_24:0__Np,Cer_NP,C46 H93 N O4,723.7106,12.73,Sphingolipids ,SP,Ceramides,Ceramide non-hydroxyfatty acid-phytospingosine,
Cer_NP t22:0_28:0,Cer NP t22:0 28:0,Cer_NP.t22:0_28:0__Np,Cer_NP,C50 H101 N O4,779.7729,13.79,Sphingolipids ,SP,Ceramides,Ceramide non-hydroxyfatty acid-phytospingosine,
Cer_NP t22:0_30:0,Cer NP t22:0 30:0,Cer_NP.t22:0_30:0__Np,Cer_NP,C52 H105 N O4,807.8038,14.18,Sphingolipids ,SP,Ceramides,Ceramide non-hydroxyfatty acid-phytospingosine,
Cer_NP t36:0,Cer NP t36:0,Cer_NP.t36:0__Np,Cer_NP,C36 H73 N O4,583.5538,8.17,Sphingolipids ,SP,Ceramides,Ceramide non-hydroxyfatty acid-phytospingosine,
Cer_NP t36:1,Cer NP t36:1,Cer_NP.t36:1__Np,Cer_NP,C36 H71 N O4,581.5382,7.79,Sphingolipids ,SP,Ceramides,Ceramide non-hydroxyfatty acid-phytospingosine,
Cer_NP t37:0,Cer NP t37:0,Cer_NP.t37:0__Np,Cer_NP,C37 H75 N O4,597.5697,9.75,Sphingolipids ,SP,Ceramides,Ceramide non-hydroxyfatty acid-phytospingosine,
