CompoundID,CompoundName,Formula,Phase,Mass,RT,P2_ChloraPrep_EndPoint.1,P2_ChloraPrep_EndPoint.2,P2_ChloraPrep_EndPoint.3,P2_ChloraPrep_Baseline.1,P2_ChloraPrep_Baseline.2,P2_ChloraPrep_Baseline.3,P2_ChloraPrep_PostIntervention.1,P2_ChloraPrep_PostIntervention.2,P2_ChloraPrep_PostIntervention.3,P2_FullSurgicalPrep_EndPoint.1,P2_FullSurgicalPrep_EndPoint.2,P2_FullSurgicalPrep_EndPoint.3,P2_FullSurgicalPrep_Baseline.1,P2_FullSurgicalPrep_Baseline.2,P2_FullSurgicalPrep_Baseline.3,P2_FullSurgicalPrep_PostIntervention.1,P2_FullSurgicalPrep_PostIntervention.2,P2_FullSurgicalPrep_PostIntervention.3,P2_Water_EndPoint.1,P2_Water_EndPoint.2,P2_Water_EndPoint.3,P2_Water_Baseline.1,P2_Water_Baseline.2,P2_Water_Baseline.3,P2_Water_PostIntervention.1,P2_Water_PostIntervention.2,P2_Water_PostIntervention.3
Cer_AS.d35:1__Np,Cer_AS d35:1,C35 H69 N O4,Negative Phase,567.5225,8.44,1208222.236,1024757.408,1131152.783,622560.2838,721033.6814,572499.5451,648246.2262,1095732.577,921501.1841,1801481.577,434275.1941,714026.075,584201.9526,668585.0991,722132.504,561991.6796,1153493.564,513787.0978,931753.8983,684277.8932,1014552.928,868505.2119,901571.3868,685616.3672,1471480.345,1321394.621,622121.2051
Cer_AS.d35:1_1__Np,Cer_AS d35:1_1,C35 H69 N O4,Negative Phase,567.5224,7.32,499180.2993,520028.2119,486434.1213,229338.2648,315408.0441,248798.3217,205897.982,372726.5318,367385.0263,629197.6942,228217.5655,302239.9148,252762.5231,262924.8228,268623.1796,203339.0841,508437.4747,254831.4137,329786.959,364710.1029,553526.9633,284898.9996,294656.8287,233476.6476,450895.9237,345874.1325,212816.509
Cer_AS.d36:1__Np,Cer_AS d36:1,C36 H71 N O4,Negative Phase,581.5382,8.88,4770159.294,4858399.551,4542984.854,1976506.206,3318496.873,2660978.662,2462260.096,4771244.549,3710071.345,7789258.099,1946889.538,2865927.335,2614839.049,2649701.964,3118033.756,1986100.894,5487559.981,2658745.863,4162539.194,2916709.059,3495970.564,4309355.769,4974165.038,3364888.326,7193308.749,6324663.678,2276244.185
Cer_AS.d36:1_1__Np,Cer_AS d36:1_1,C36 H71 N O4,Negative Phase,581.5382,7.79,3480302.436,3211412.278,3327280.892,1190542.149,766417.9592,1414113.446,1348722.738,951782.0913,2395360.888,4931394.798,1430726.316,1802838.069,1404070.996,1371245.899,1386658.183,1374197.827,1182143.342,1527013.034,2583400.298,2007633.375,3043512.367,1491779.296,1638346.373,1172169.983,3297469.478,2426546.22,1272945.057
Cer_AS.d37:1__Np,Cer_AS d37:1,C37 H73 N O4,Negative Phase,595.5537,9.37,1074264.477,891812.3525,1015265.555,351469.8449,578300.7819,449083.4133,468905.0737,966245.8885,706755.1464,1561536.347,381854.851,786427.5989,536925.5495,445027.3539,484160.8997,470164.4131,1118027.326,519927.0315,898918.2921,551633.526,865198.3581,578224.2518,672207.184,504041.8656,972302.6619,881772.8146,432111.1307
Cer_AS.d37:1_1__Np,Cer_AS d37:1_1,C37 H73 N O4,Negative Phase,595.5538,8.29,1311341.22,1127624.635,1267294.363,564089.4199,732467.0248,530023.613,514605.8581,847184.2005,814139.203,1783182.459,442332.7532,559910.5579,574594.2302,670460.5913,646180.6173,485262.1443,1061396.273,501597.3618,795970.3291,679377.2121,1130859.104,691248.5021,657933.065,514390.0123,1329444.676,931678.5697,481990.0072
Cer_AS.d37:1_2__Np,Cer_AS d37:1_2,C37 H73 N O4,Negative Phase,595.5525,7.86,472368.5302,356331.9381,394804.1651,146231.4979,248107.059,211028.3524,110839.7084,320987.3045,390377.2372,374698.0117,221130.4692,242126.3967,184973.7552,199781.8218,203906.2052,191507.5997,395140.479,213251.4086,143636.1306,328204.6272,437253.0418,228780.404,177998.8996,110048.7869,443959.3689,339624.2877,180324.4376
Cer_AS.d38:1__Np,Cer_AS d38:1,C38 H75 N O4,Negative Phase,609.5695,8.79,2416136.104,2140477.132,2306497.603,897236.7902,1552128.195,1117439.226,956779.6017,1870511.581,1744562.614,3222769.906,873752.0391,1259539.88,1144638.814,1068597.922,1207950.97,948813.7057,2335453.498,1204324.38,1879521.187,1359978.665,1949072.877,1481149.314,1695454.097,1082527.741,2871549.763,2420265.053,955167.3843
Cer_AS.d38:1_1__Np,Cer_AS d38:1_1,C38 H75 N O4,Negative Phase,609.5695,9.8,4693554.52,6261830.259,4928872.706,1824686.089,3097672.279,2082126.057,2578283.082,4439990.008,3607512.462,12228128.53,1837526.002,2716700.653,1900701.523,3182120.286,2343787.118,1249972.497,3612797.362,2010820.321,3602350.527,2896037.123,2510414.253,5441945.989,5721627.495,4636273.313,7988357.651,6692414.859,2817762.036
Cer_AS.d39:1__Np,Cer_AS d39:1,C39 H77 N O4,Negative Phase,623.585,9.22,1365930.739,1237438.131,1491108.053,421090.6027,1042110.996,625195.2276,574349.433,1087396.001,1012846.558,2275991.8,472812.6813,670511.6446,568399.739,606844.0575,658687.894,461521.4762,1294671.924,715596.8979,1030777.172,575225.0076,1217969.463,802835.7808,897585.7564,445258.4389,1662550.395,1198293.91,639219.5362
Cer_AS.d40:1__Np,Cer_AS d40:1,C40 H79 N O4,Negative Phase,637.6008,9.7,5316329.279,6283073.867,5522634.241,2089063,3819775.867,2714652.351,2379373.228,4571186.955,4052605.944,9115028.471,2159849.245,3315576.116,2588679.82,3045028.441,2889837.627,2027781.467,5591146.691,2773408.762,4992395.982,3640728.604,4843550.949,4212605.559,4063164.084,3147152.429,7690225.686,6123979.69,2640502.751
Cer_AS.d40:1_1__Np,Cer_AS d40:1_1,C40 H79 N O4,Negative Phase,637.6059,9.2,479488.6517,739684.8086,3009625.063,1001536.993,679035.7906,977085.7743,1316197.292,666562.6695,2971672.42,3272866.898,2612005.366,649338.6988,884361.6043,2640259.337,3319369.261,539578.0731,2443204.441,3836778.58,1173841.426,1547359.789,1440571.702,663190.9969,2829363.661,1200541.333,1189341.035,3399880.251,2002126.656
Cer_AS.d40:2__Np,Cer_AS d40:2,C40 H77 N O4,Negative Phase,635.5855,8.7,145393.5881,237858.398,280928.1895,54855.60522,82891.13623,15808.23991,56515.61046,104921.5228,55932.99531,123931.0761,117948.2471,108300.8973,59592.79902,54816.36393,70442.28654,58876.23846,173227.5989,89323.01785,24266.07547,102848.9841,161759.4987,34388.44183,29835.87606,31447.79923,143017.8596,118011.1758,75658.47794
Cer_AS.d41:1__Np,Cer_AS d41:1,C41 H81 N O4,Negative Phase,651.6164,10.09,3269458.364,2980856.982,3145445.346,1176907.002,2000638.405,1460713.137,1374506.186,2628204.676,2134887.286,3731297.095,1175446.929,1701143.309,1465334.365,1608623.113,1958702.443,1330355.34,3460712.865,1778459.993,2669323.271,1971031.711,2592432.469,2115837.72,2157939.582,1221802.615,4040827.897,3080868.215,1509658.318
Cer_AS.d42:1__Np,Cer_AS d42:1,C42 H83 N O4,Negative Phase,665.6321,10.55,6807015.374,6967699.435,6538859.468,2558524.951,5125715.209,3550947.147,3048384.138,6706656.063,5156302.722,10211384.6,2745868.067,4130414.549,3926456.071,3725632.256,4262252.375,2867345.867,8004087.515,4015664.727,6333760.019,4573429.499,6225230.906,6452981.539,6752985.464,4838444.176,11204957.79,10319938.48,3385363.33
Cer_AS.d42:2__Np,Cer_AS d42:2,C42 H81 N O4,Negative Phase,663.6162,10.58,923887.3492,1069437.764,828859.4374,365797.3741,855998.6104,503891.4736,486675.8125,1211063.06,811220.7305,1364579.63,482617.7347,618973.3076,585498.6473,507650.4578,634829.548,365417.7375,1850948.127,642551.3963,728830.994,432131.0915,696120.7825,1573702.96,1875330.139,1308905.508,2806462.299,2359893.876,549958.4769
Cer_AS.d43:1__Np,Cer_AS d43:1,C43 H85 N O4,Negative Phase,679.6477,10.92,2826613.022,2696322.595,2661045.922,1015944.683,1693426.24,1292315.481,1221919.122,2606475.617,2066142.757,4132175.689,997899.807,1794227.045,1286231.224,1276605.846,1607203.947,1218117.551,3142219.224,1610310.01,2388239.509,1705162.063,2738244.321,1796399.58,2054041.945,1428179.961,3560750.108,3100440.827,1308525.379
Cer_AS.d43:1_1__Np,Cer_AS d43:1_1,C43 H85 N O4,Negative Phase,679.6473,10.54,639028.483,603849.6753,695063.4938,197504.5936,524595.7885,276541.5588,268959.8173,577741.5835,410233.7175,1059152.087,219011.5119,486860.4886,326322.1549,278498.7216,414200.9572,273837.7691,741442.1527,521294.9757,571402.9585,484722.7933,547611.3018,707505.6319,638199.8549,449600.4057,1165948.559,977900.4325,264224.9577
Cer_AS.d44:1__Np,Cer_AS d44:1,C44 H87 N O4,Negative Phase,693.6634,11.33,6409797.319,6471578.691,6025420.886,1901705.259,3751834.325,2923484.376,2730022.748,5945829.183,5060012.917,9370098.31,2380066.652,3817230.423,3088923.941,3216584.631,3257986.172,2632788.336,7266234.751,3591750.333,5879066.976,3848587.313,5699736.702,4808343.869,4891412.885,3203979.98,8918432.343,7698001.92,2755258.686
Cer_AS.d44:2__Np,Cer_AS d44:2,C44 H85 N O4,Negative Phase,691.6476,10.45,233202.5834,231902.5993,280969.767,72664.01947,21178.74998,23284.12723,66348.49466,74124.44454,139691.7307,197334.9332,134652.3927,39164.02094,87971.16467,53504.42499,64310.2431,25181.87692,0,74352.99458,144277.5499,36893.04099,29700.4013,400440.4971,329264.0154,222394.4448,653211.5756,325613.9119,48789.97335
Cer_AS.d48:1__Np,Cer_AS d48:1,C48 H95 N O4,Negative Phase,749.7259,12.67,6293013.586,6769836.2,6157578.304,1959737.321,4489590.145,3252703.422,3158430.568,6202662.917,4787161.259,9659263.197,2464132.692,3951288.849,3102829.767,3863387.289,3907391.042,2957694.054,7690882.292,4097348.384,6056497.372,4784992.071,4979432.697,5113108.091,4875796.961,3617679.878,9411812.819,8312844.849,2606415.678
Cer_AS.d51:1__Np,Cer_AS d51:1,C51 H101 N O4,Negative Phase,791.7727,13.55,1642005.266,999370.5088,2095576.105,251719.5594,148235.2016,230178.2424,315172.7116,2024522.034,1266968.481,2911026.288,394633.1482,945207.4146,426884.1493,79350.80141,739846.8697,562236.7986,2676171.622,1010300.823,2124313.119,1150974.259,2046297.034,133824.2974,500340.5552,144607.8148,1682119.51,1264424.185,187209.2337
Cer_AS.d52:2__Np,Cer_AS d52:2,C52 H101 N O4,Negative Phase,803.7728,11.4,1814448.42,1655230.038,1704413.488,575750.4624,1043226.101,711449.9557,737179.8362,1658460.101,1177629.897,2441746.654,770294.9278,1123751.48,784258.6489,705478.3355,850313.9966,738679.9718,1871742.694,914399.6222,3535264.014,2959224.768,2895218.486,1367652.905,1439637.937,964136.9056,2534328.396,1822254.385,740064.0321
Cer_AS.d52:2_1__Np,Cer_AS d52:2_1,C52 H101 N O4,Negative Phase,803.7726,13.18,1135401.896,1476077.413,1128864.5,603607.0496,1080932.317,660900.1016,809921.7318,1132870.435,1223581.386,1690190.78,619367.6267,554660.4987,645629.3359,949127.1771,789293.9922,623982.8627,1547570.567,884972.0446,1110042.03,779357.5606,810021.3915,1241079.938,1407781.25,1020126.521,1778363.234,1820971.992,811202.6297
Cer_BDS.d17:0_16:0__Np,Cer_BDS d17:0_16:0,C33 H67 N O4,Negative Phase,541.5067,7.27,1772460.704,1768493.154,1712454.874,696678.957,992698.3241,772748.8475,820967.532,1589749.859,1226742.935,2510361.018,653385.3596,1097518.08,834422.198,865000.781,1156141.763,735362.9735,1686960.59,1003693.517,1231664.97,1158054.896,1651085.94,1127285.919,1171720.03,752423.0753,1898396.426,1500381.657,744247.4547
Cer_BDS.d18:0_16:0__Np,Cer_BDS d18:0_16:0,C34 H69 N O4,Negative Phase,555.5224,7.76,2947230.452,3042759.418,2874667.628,1166678.939,1703191.745,1589060.644,1594209.743,2643875.027,2290791.754,4267530.293,1369712.381,1715978.175,1374660.956,1374908.793,1757219.587,1543429.041,3221196.2,1640150.888,2430116.884,2110045.023,2777610.791,1947323.311,2232623.827,1405504.756,3549007.14,3068528.616,1379684.56
Cer_BDS.d18:0_17:0__Np,Cer_BDS d18:0_17:0,C35 H71 N O4,Negative Phase,569.5381,8.26,1439574.486,1389100.868,1276194.883,419404.5596,585538.478,700046.0976,629201.2856,814957.6698,896167.9182,1851640.988,494605.6977,780868.949,478727.6844,554580.5107,804156.4816,561860.4773,1458467.191,672847.0646,1070330.026,997075.4803,1521298.045,674353.4162,599201.5642,388799.7266,656317.7671,902942.0865,482355.9161
Cer_BS.d16:1_15:0__Np,Cer_BS d16:1_15:0,C31 H61 N O4,Negative Phase,511.46,6.45,5029056.927,4715510.102,4780451.46,2430379.266,3424406.395,2867050.904,2103123.488,4241376.272,3699075.049,6775231.672,1694501.169,2586142.913,2751328.637,2412015.784,3068814.735,1858182.557,5209555.397,2402268.199,4263465.936,2543824.346,4269300.107,3827832.142,4045618.788,2947067.054,6932758.896,5434725.474,2360773.641
Cer_BS.d16:1_16:0__Np,Cer_BS d16:1_16:0,C32 H63 N O4,Negative Phase,525.4756,6.41,674503.6769,634270.3905,730283.1511,259722.4863,371366.0171,302770.762,351596.258,589045.4353,543087.8462,853619.3867,239241.6108,343471.4492,274734.5113,232161.6166,334882.1746,237379.298,629603.3579,329469.515,507720.3023,306437.1126,485497.0091,435845.5521,476419.6005,361800.4963,860311.2924,711426.3876,309726.8242
Cer_BS.d16:1_19:0__Np,Cer_BS d16:1_19:0,C35 H69 N O4,Negative Phase,567.5225,8.44,1208222.236,1025226.872,1131384.102,622735.4836,703296.4183,572529.2746,657664.2377,1095732.577,921501.1841,1800823.979,519039.7441,714179.0981,584201.9526,667577.4393,722132.504,561991.6796,1279638.971,513787.0978,1001859.51,683351.0768,1014552.928,868505.2119,901528.6503,726831.2157,1462664.025,1332689.97,622121.2051
Cer_BS.d16:1_21:0__Np,Cer_BS d16:1_21:0,C37 H73 N O4,Negative Phase,595.5537,9.37,1077490.428,985583.3909,980665.067,344829.5781,578738.1821,449083.4133,468747.4668,971701.8286,706641.2284,1554230.844,381854.851,786427.5989,536925.5495,445027.3539,516418.7531,352867.0227,1117949.681,519927.0315,885138.7619,551633.526,865198.3581,578224.2518,665402.5249,504041.8656,1245992.26,882934.597,403352.0002
Cer_BS.d16:1_23:1__Np,Cer_BS d16:1_23:1,C39 H75 N O4,Negative Phase,621.565,9.71,1027268.544,1030783.517,997773.9859,27040.99895,605837.2893,492835.9752,106931.6655,952541.8153,781890.3746,1762265.614,402761.5364,761342.4206,488969.844,548306.0623,643086.148,503837.1878,1278161.759,536483.8652,714784.7727,693856.2316,730607.2092,737518.6394,680017.2853,545572.63,17659.71513,1096176.868,389599.3497
Cer_BS.d16:1_24:0__Np,Cer_BS d16:1_24:0,C40 H79 N O4,Negative Phase,637.6008,10.14,3261762.295,3666011.294,3425903.728,1420292.178,1840496.021,1462211.48,1953687.295,2939106.25,2403581.296,4944971.425,2324335.793,2296745.803,1523839.23,1570808.049,1770578.355,1543393.115,4075000.866,2024215.752,2902787.13,2541886.864,2954676.256,2545966.985,2868270.15,2047795.069,5235761.304,3384578.637,2485791.132
Cer_BS.d17:1_16:0__Np,Cer_BS d17:1_16:0,C33 H65 N O4,Negative Phase,539.4914,6.86,4471316.906,4185782.711,4235497.927,2237402.003,3167261.971,2576342.378,2156371.502,3748647.488,3248272.149,6565222.534,1993229.274,2580537.868,2059083.242,2620963.204,3032391.077,1955919.632,4807501.331,2217872.567,3457558.169,2722371.77,3526176.785,3261017.443,3548889.969,2781538.947,5398496.403,4181114.751,2327767.504
Cer_BS.d17:1_19:0__Np,Cer_BS d17:1_19:0,C36 H71 N O4,Negative Phase,581.5382,8.88,4770159.294,4858399.551,4542984.854,1966729.369,3328345.049,2660978.662,2462260.096,4771244.549,3558917.102,7789258.099,1950584.054,2865927.335,2596643.402,2625105.198,2972653.037,1982991.235,5489992.901,2668866.574,4159020.844,2916709.059,3652324.642,4309355.769,4974165.038,3255441.03,7193131.483,6331760.452,2265097.306
Cer_BS.d17:1_24:0__Np,Cer_BS d17:1_24:0,C41 H81 N O4,Negative Phase,651.6162,10.6,1841599.368,1841821.2,1930133.743,516745.1593,1184631.182,788292.1318,872567.2795,1624413.616,1343611.314,2708067.057,787001.3439,1385837.52,835392.6152,966493.4937,930852.0057,805178.2772,1998870.846,1099402.771,1505283.676,1440504.637,1671181.896,1563305.393,1377539.304,1121772.094,2388215.996,2119566.782,0
Cer_BS.d18:1_16:0__Np,Cer_BS d18:1_16:0,C34 H67 N O4,Negative Phase,553.5069,7.39,2717934.441,3005157.725,2695282.286,1246526.699,1603445.165,1262155.623,1702160.717,2305467.644,2168325.514,3636742.302,1797848.641,1802799.726,1291001.434,1313582.249,1459748.756,1324154.841,2898298.996,1514474.784,3318713.402,2894483.592,3619186.783,2106783.413,2096430.598,1526000.64,3844607.913,2657756.094,1893849.055
Cer_EODS.d15:0_16:2_18:0__Np,Cer_EODS d15:0_16:2_18:0,C49 H93 N O5,Negative Phase,775.7032,13.27,1957594.329,1705132.974,1632915.36,468324.6236,647542.2625,730154.731,852978.9033,1702083.419,1252380.406,2987965.786,828893.2054,1530750.292,634236.6704,342259.0665,882034.0361,924696.1519,2534472.074,1023968.157,1448411.09,1262516.848,2092664.141,506050.1613,936977.7137,494028.2313,2125256.227,1795351.417,578278.6024
Cer_EODS.d15:0_19:0_16:0__Np,Cer_EODS d15:0_19:0_16:0,C50 H99 N O5,Negative Phase,793.7514,12.76,2028053.232,1839162.247,1949817.625,757769.7062,1054157.072,1032057.485,959556.827,1887630.314,1766112.312,3530196.468,458152.3342,1366608.341,964424.8126,762099.4224,1182659.925,904046.5206,1929462.277,1015962.579,1348335.314,923008.0237,1391411.849,1388856.867,1106547.259,431644.3789,1844633.329,1750101.196,638216.6727
Cer_EODS.d17:0_16:0_22:0__Np,Cer_EODS d17:0_16:0_22:0,C55 H109 N O5,Negative Phase,863.8301,14.09,2901770.453,2703370.322,3059415.814,470283.7368,739064.171,1104163.187,1016630.345,1604646.996,1255536.156,4794754.255,736524.7054,2143186.903,947708.6496,363505.5576,818434.2422,842440.2483,3766203.43,1560387.302,1981892.38,1331932.651,2899157.618,620378.3398,1090350.506,456931.9202,2622850.613,2202244.552,501251.2068
Cer_EODS.d17:0_21:0_16:0__Np,Cer_EODS d17:0_21:0_16:0,C54 H107 N O5,Negative Phase,849.814,13.62,3290298.346,2220221.064,2973402.498,1000021.155,1263166.85,988757.0386,1158467.367,2619183.163,1865481.374,3927479.614,1068850.146,1978283.911,947737.2358,595858.7884,1337721.202,1161108.218,3350559.759,1497858.091,1663366.502,1175812.869,1960394.319,861514.8968,1369978.865,1096818.02,2976996.821,2362269.264,977309.5038
Cer_EODS.d18:0_15:1_20:0__Np,Cer_EODS d18:0_15:1_20:0,C53 H103 N O5,Negative Phase,833.7834,13.37,873331.7022,533183.6257,548026.6533,0,0,312001.1353,0,668517.3,500545.9758,1217474.89,242879.5302,552821.9278,256084.8826,0,357666.4799,356273.2588,996499.2111,422482.6768,468209.5515,294666.3485,371751.2049,0,0,0,1109308.798,550121.502,98018.18977
Cer_EODS.d18:0_34:2_18:2__Np,Cer_EODS d18:0_34:2_18:2,C70 H131 N O5,Negative Phase,1066.0028,14.49,9146677.401,3841248.916,8569319.015,2044314.603,1283587.84,1538351.565,1819737.156,6517877.796,3756143.414,11350895.08,1797248.085,5345661.745,1761444.536,779967.1739,2315046.645,2077981.526,9952589.793,2675453.137,4799529.237,2094302.584,7236023.291,1274330.166,3225461.408,958470.5666,9840791.899,5466941.535,1866813.864
Cer_EODS.d46:1__Np,Cer_EODS d46:1,C46 H89 N O5,Negative Phase,735.6737,11.2,284385.7157,215975.7134,299037.5025,127343.2741,7017.183327,65180.85746,93733.77503,52435.52159,73025.5573,159313.7228,70385.38888,171681.1379,69956.84208,50122.41297,63769.88787,40559.14232,294093.6083,86435.82723,173792.7168,33537.87967,10288.12458,91680.63159,50877.46233,38541.10833,170948.8401,11907.50255,110461.0723
Cer_EODS.d48:2__Np,Cer_EODS d48:2,C48 H91 N O5,Negative Phase,761.6895,11.22,164787.2011,36992.5372,198234.71,70259.237,125444.8662,121353.6455,103650.8777,60273.91842,147657.1981,56962.69507,4719.574665,88840.85967,112232.124,111231.7151,90358.85529,16179.03483,95454.34897,62878.60018,69750.65434,65072.58557,124951.5267,77245.69692,117420.628,120779.2209,179773.5054,227032.8203,82232.40074
Cer_EODS.d52:0__Np,Cer_EODS d52:0,C52 H103 N O5,Negative Phase,821.7833,13.57,1689803.261,1320024.678,1817202.373,15312.8753,250914.72,771445.6734,285698.545,1629792.666,1482403.619,2808011.775,674521.5922,937320.3206,422695.6143,54275.67141,490646.7863,667592.6351,2078460.271,223513.35,1253679.414,584647.602,1091281.791,111955.3903,775543.4302,112838.3241,441755.2908,692595.5235,263278.5856
Cer_EODS.d52:1__Np,Cer_EODS d52:1,C52 H101 N O5,Negative Phase,819.7675,12.71,221149.9798,522333.3928,416776.2269,141412.5913,34408.51895,161522.9967,35834.19398,136401.2265,278700.0388,181387.1875,0,120290.7924,0,171468.4614,23113.61627,41741.93376,130237.4212,64166.55899,0,99609.94212,174266.7741,827203.3663,361970.9925,177152.9205,0,0,103723.6597
Cer_EODS.d54:0__Np,Cer_EODS d54:0,C54 H107 N O5,Negative Phase,849.8148,14.04,37469.21638,328714.6821,1174354.964,108284.1391,0,40394.90247,95502.37008,565853.2163,349022.8182,760478.6479,185500.8706,643460.9852,105495.3923,0,97659.22285,175652.8665,1193179.998,159975.4568,175651.2083,42102.55517,539361.7827,61717.99753,52704.50556,0,1247143.386,533261.7662,91832.22574
Cer_EODS.d55:1__Np,Cer_EODS d55:1,C55 H107 N O5,Negative Phase,861.8146,13.84,2159099.764,1391447.413,1770002.227,465234.4185,735512.422,743915.1107,558555.8095,1783146.481,1251841.753,3062184.91,250325.9125,1361227.013,563529.6695,542471.2629,867203.1834,788225.8883,2892548.918,1018709.804,760942.0627,724150.004,1611044.729,722864.7417,729303.5785,314332.5633,1970611.994,1285986.92,251600.7566
Cer_EODS.d56:0__Np,Cer_EODS d56:0,C56 H111 N O5,Negative Phase,877.8455,14.2,2133718.742,1978109.639,1987988.013,348613.3815,681185.4581,663758.777,557279.6553,1037160.325,1195950.707,2725955.876,550138.603,1248186.62,642968.0418,360848.1938,708776.1475,845501.7671,2271755.147,1037773.218,1146905.248,891387.7758,1780471.732,562401.0381,562782.9018,376110.0348,1392284.874,932625.0806,311591.8348
Cer_EODS.d63:3__Np,Cer_EODS d63:3,C63 H119 N O5,Negative Phase,969.9085,13.87,564263.1476,161851.9784,521581.9539,23383.17249,86528.4702,59025.48452,21297.05455,161332.4469,63237.00618,619995.9931,61046.98413,360893.4792,54703.56449,77050.51867,77363.36153,121263.3775,627084.1054,133510.4955,107318.5874,0,496185.8275,85128.61927,63148.66015,54068.86833,430015.4996,57458.36736,29845.19582
Cer_EODS.d68:4__Np,Cer_EODS d68:4,C68 H127 N O5,Negative Phase,1037.9718,14.37,4293951.469,2284965.903,4328182.879,938442.5126,527023.4714,776344.6996,792860.5949,3114825.942,1977097.755,5587316.911,1071065.901,2569370.242,970502.8605,174957.6724,1021035.873,992303.4629,4518096.465,1265361.85,2245156.229,905888.4866,3085237.116,427613.5374,1465224.868,403346.5523,4926498.234,2770787.222,962562.7281
Cer_EODS.d69:4__Np,Cer_EODS d69:4,C69 H129 N O5,Negative Phase,1051.9869,14.42,2928033.066,1672635.747,2816297.276,653563.4611,456852.1721,570180.7892,637162.1193,2225638.089,1542569.026,4017599.752,641780.077,1896713.938,705335.9507,242427.791,799740.8614,831185.2411,3193253.981,1092480.554,1763741.025,617491.8424,2281558.909,397543.4607,936972.26,296642.8016,2749430.009,1796346.393,614444.3816
Cer_EODS.d72:1__Np,Cer_EODS d72:1,C72 H141 N O5,Negative Phase,1100.0796,14.88,1363466.07,558723.3898,1179783.259,188641.1708,199794.0787,425003.6528,448432.4243,840427.9687,747980.8727,1604672.434,610854.465,840989.1191,297958.6554,324744.7499,425907.8886,522770.3599,1348813.273,705850.4698,892805.6965,504140.0763,1305744.314,386878.339,140322.9028,233330.7041,952562.7134,634992.5261,262759.7769
Cer_EOS.d18:1_30:0_18:2__Np,Cer_EOS d18:1_30:0_18:2,C66 H125 N O5,Negative Phase,1011.9561,14.37,5947461.91,3397610.893,5120494.402,1038965.578,551784.7371,984740.4753,1047255.693,3639660.547,2626418.154,7685521.28,1520478.19,4149988.205,1092486.638,222056.7011,1498663.717,1645227.223,6238595.637,1793882.083,3066915.493,1399539.557,5031622.896,464010.4091,1483513.371,388474.0432,4315961.607,2781801.539,785003.3743
Cer_EOS.d21:1_32:1_18:2__Np,Cer_EOS d21:1_32:1_18:2,C71 H133 N O5,Negative Phase,1080.0188,14.53,3594520.26,2742756.2,3389184.968,1134012.754,1027497.755,1259199.987,1404205.9,3150055.8,2632207.273,5224526.243,1310320.228,2719593.438,1375404.873,635327.2536,1752057.324,1576890.338,4152433.593,1928070.546,2762366.154,1692952.538,3156864.481,1012156.306,1682206.299,683229.7585,3583246.138,2726486.776,847681.2078
Cer_EOS.d25:1_21:0_18:2__Np,Cer_EOS d25:1_21:0_18:2,C64 H121 N O5,Negative Phase,983.9244,14.13,2310735.636,1863293.784,1882519.807,568925.2376,553780.6307,711303.5981,730984.4358,1633722.649,1400173.052,3379562.88,944650.4415,1640110.513,732905.3668,284210.0498,909087.1773,908531.1723,2317207.577,1044587.904,1239044.201,838613.8381,1778152.138,482277.4158,957021.9397,367393.758,1781616.804,1381521.408,453263.5765
Cer_EOS.d26:1_23:0_18:2__Np,Cer_EOS d26:1_23:0_18:2,C67 H127 N O5,Negative Phase,1025.9713,14.42,4112346.997,2341500.541,3815441.504,730340.7207,523034.026,739213.5298,859607.5369,2833819.771,1991273.767,5597457.966,967763.0417,3052913.612,884451.8821,284629.4334,1156149.606,1216969.915,4803506.75,1379715.837,2606518.569,1187232.219,4156389.023,509375.8868,1326287.028,302333.4772,3137652.625,2105007.647,685963.1531
Cer_EOS.d56:1__Np,Cer_EOS d56:1,C56 H109 N O5,Negative Phase,875.8303,14.13,2768130.51,1787711.403,2215068.853,757088.1499,731884.1487,899596.4734,793928.241,2413531.236,1481722.85,4343334.368,825213.3625,1868680.923,1009562.981,278332.0081,1137503.144,899241.1389,3676005.872,1197326.275,1629770.979,1063781.321,2001406.446,593497.4511,1286681.746,437442.5129,3108540.843,2532009.754,647648.4082
Cer_EOS.d63:3__Np,Cer_EOS d63:3,C63 H119 N O5,Negative Phase,969.9087,14.16,53074.14759,47233.13656,31416.69897,0,15138.11664,0,18245.74657,16932.90053,20435.16088,135190.0532,15993.64123,70534.77701,9154.914634,0,9798.467468,74609.10873,40944.83423,35150.89636,61863.05235,45726.85788,18320.34828,40179.84955,15851.70272,0,0,0,26466.67215
Cer_EOS.d65:3__Np,Cer_EOS d65:3,C65 H123 N O5,Negative Phase,997.9399,14.22,1709378.491,691997.8186,2040158.475,159534.6237,304275.3489,191090.2032,240816.5323,838974.94,493999.4498,1724330.514,266524.3259,934751.5015,263222.3118,290375.8156,299227.5485,144360.5268,2249103.223,424831.9923,562162.9564,289968.9784,1379782.123,374749.5874,333495.5161,158136.7633,1410838.613,580317.4407,126072.2587
Cer_EOS.d67:4__Np,Cer_EOS d67:4,C67 H125 N O5,Negative Phase,1023.9555,14.22,1106808.86,546575.0343,1453468.94,105680.0003,237929.5396,148724.8557,207623.3891,404618.9139,297114.7406,1238334.029,133973.2376,510687.0973,145281.7214,205402.4987,140989.7621,148673.5927,997444.4577,271421.1968,237127.0248,276233.4561,874881.0126,290971.5592,236197.5206,118120.3441,1019489.977,360499.9996,106747.3561
