CompoundID,P2_ChloraPrep_EndPoint.1,P2_ChloraPrep_EndPoint.2,P2_ChloraPrep_EndPoint.3,P2_ChloraPrep_Baseline.1,P2_ChloraPrep_Baseline.2,P2_ChloraPrep_Baseline.3,P2_ChloraPrep_PostIntervention.1,P2_ChloraPrep_PostIntervention.2,P2_ChloraPrep_PostIntervention.3,P2_FullSurgicalPrep_EndPoint.1,P2_FullSurgicalPrep_EndPoint.2,P2_FullSurgicalPrep_EndPoint.3,P2_FullSurgicalPrep_Baseline.1,P2_FullSurgicalPrep_Baseline.2,P2_FullSurgicalPrep_Baseline.3,P2_FullSurgicalPrep_PostIntervention.1,P2_FullSurgicalPrep_PostIntervention.2,P2_FullSurgicalPrep_PostIntervention.3,P2_Water_EndPoint.1,P2_Water_EndPoint.2,P2_Water_EndPoint.3,P2_Water_Baseline.1,P2_Water_Baseline.2,P2_Water_Baseline.3,P2_Water_PostIntervention.1,P2_Water_PostIntervention.2,P2_Water_PostIntervention.3
Cer_AS.d40:1_1__Np,0.000174739,0.000230018,0.001286298,0.000620568,0.000266463,0.000479154,0.000663744,0.000273638,0.001216402,0.000764007,0.001567469,0.000341564,0.000490731,0.001091849,0.001673985,0.000309673,0.000797644,0.001818933,0.00046848,0.000641518,0.000566305,0.000218459,0.001231909,0.000496441,0.00040537,0.001230089,0.001368751
Cer_AS.d40:2__Np,5.30E-05,7.40E-05,0.000120067,3.40E-05,3.25E-05,7.75E-06,2.85E-05,4.31E-05,2.29E-05,2.89E-05,7.08E-05,5.70E-05,3.31E-05,2.27E-05,3.55E-05,3.38E-05,5.66E-05,4.23E-05,9.68E-06,4.26E-05,6.36E-05,1.13E-05,1.30E-05,1.30E-05,4.87E-05,4.27E-05,5.17E-05
Cer_AS.d41:1__Np,0.001191479,0.000926951,0.001344347,0.00072923,0.000785079,0.000716321,0.000693148,0.001078932,0.000873879,0.000871022,0.000705388,0.000894833,0.000813112,0.000665227,0.00098779,0.000763513,0.001129835,0.000843129,0.001065326,0.000817168,0.001019114,0.000696971,0.00093957,0.000505233,0.00137726,0.001114669,0.001032076
Cer_AS.d42:1__Np,0.00248066,0.002166731,0.002794675,0.001585303,0.002011404,0.001741353,0.001537267,0.002753221,0.002110642,0.002383712,0.0016478,0.002172675,0.002178784,0.001540692,0.002149489,0.001645618,0.002613131,0.001903739,0.002527801,0.001896094,0.002447208,0.002125654,0.00294026,0.002000767,0.003819055,0.003733792,0.002314399
Cer_AS.d42:2__Np,0.00033669,0.000332561,0.00035425,0.000226654,0.000335906,0.000247104,0.000245425,0.000497166,0.000332059,0.000318543,0.00028962,0.000325591,0.000324892,0.000209933,0.00032015,0.000209719,0.000604287,0.00030462,0.000290876,0.000179157,0.000273653,0.000518388,0.000816522,0.000541251,0.000956544,0.000853818,0.000375978
Cer_AS.d43:1__Np,0.001030094,0.00083847,0.001137317,0.000629496,0.000664525,0.00063374,0.0006162,0.001070012,0.000845739,0.000964601,0.000598841,0.000943797,0.000713728,0.000527926,0.000810526,0.000699098,0.001025855,0.000763413,0.000953146,0.000706942,0.001076434,0.000591746,0.000894333,0.000590573,0.001213632,0.001121751,0.000894572
Cer_AS.d43:1_1__Np,0.000232879,0.000187778,0.000297067,0.000122377,0.000205859,0.000135614,0.000135633,0.000237175,0.000167922,0.000247245,0.000131429,0.000256098,0.000181076,0.00011517,0.000208885,0.00015716,0.000242062,0.000247135,0.000228047,0.000200961,0.000215272,0.000233057,0.000277873,0.000185916,0.000397397,0.000353808,0.000180637
Cer_AS.d44:1__Np,0.002335903,0.002012453,0.002575234,0.001178327,0.001472273,0.001433651,0.001376721,0.002440886,0.002071228,0.002187325,0.001428282,0.002007934,0.001714039,0.001330181,0.001643029,0.001511002,0.002372241,0.001702771,0.002346334,0.001595582,0.00224063,0.0015839,0.002129729,0.001324892,0.003039724,0.002785165,0.001883629
Cer_AS.d44:2__Np,8.50E-05,7.21E-05,0.000120085,4.50E-05,8.31E-06,1.14E-05,3.35E-05,3.04E-05,5.72E-05,4.61E-05,8.08E-05,2.06E-05,4.88E-05,2.21E-05,3.24E-05,1.45E-05,0,3.52E-05,5.76E-05,1.53E-05,1.17E-05,0.000131908,0.000143362,9.20E-05,0.000222638,0.000117808,3.34E-05
Cer_AS.d48:1__Np,0.002293344,0.002105202,0.002631717,0.001214284,0.001761779,0.001595097,0.001592762,0.002546321,0.001959541,0.002254826,0.00147873,0.002078451,0.001721755,0.001597659,0.00197053,0.00169747,0.002510877,0.001942464,0.002417146,0.001983805,0.00195747,0.001684291,0.00212293,0.001495963,0.003207886,0.003007618,0.001781873
Cer_AS.d51:1__Np,0.000598391,0.000310772,0.000895638,0.000155969,5.82E-05,0.000112877,0.000158938,0.000831108,0.000518611,0.00067954,0.00023682,0.000497197,0.000236877,3.28E-05,0.000373111,0.000322677,0.000873702,0.000478962,0.000847813,0.000477181,0.000804422,4.41E-05,0.000217849,5.98E-05,0.000573327,0.000457473,0.000127985
Cer_AS.d52:2__Np,0.000661234,0.000514723,0.000728458,0.000356744,0.000409377,0.000348889,0.000371752,0.000680832,0.000482042,0.000569993,0.000462255,0.000591114,0.000435184,0.000291742,0.00042882,0.000423941,0.000611076,0.000433497,0.001410923,0.001226862,0.001138143,0.000450514,0.000626821,0.000398685,0.000863791,0.000659298,0.000505944
Cer_AS.d52:2_1__Np,0.000413771,0.000459013,0.000482471,0.000374005,0.000424173,0.000324099,0.000408435,0.000465067,0.000500852,0.000394553,0.000371683,0.000291762,0.000358259,0.000392501,0.000398048,0.000358114,0.000505242,0.000419546,0.000443017,0.000323113,0.000318428,0.00040882,0.00061295,0.000421837,0.000606131,0.000658834,0.000554578
Cer_BDS.d17:0_16:0__Np,0.000645933,0.000549945,0.000731894,0.000431673,0.000389549,0.000378949,0.000414005,0.000652625,0.000502146,0.00058601,0.000392098,0.000577315,0.00046302,0.000357711,0.000583052,0.000422037,0.00055075,0.000475829,0.000491557,0.000480117,0.00064906,0.000371335,0.000510169,0.000311138,0.000647042,0.000542844,0.000508804
Cer_BDS.d18:0_16:0__Np,0.00107405,0.000946201,0.001228618,0.000722893,0.000668357,0.000779261,0.000803943,0.001085365,0.000937696,0.000996198,0.000821967,0.000902636,0.000762797,0.000568578,0.00088618,0.0008858,0.001051639,0.00077756,0.000969859,0.000874802,0.00109191,0.000641461,0.000972088,0.000581197,0.00120963,0.001110205,0.00094322
Cer_BDS.d18:0_17:0__Np,0.00052462,0.000431966,0.000545439,0.00025987,0.000229774,0.000343296,0.000317299,0.000334557,0.000366831,0.000432241,0.000296814,0.000410752,0.000265645,0.00022934,0.000405543,0.000322461,0.000476152,0.000318982,0.000427168,0.000413377,0.000598039,0.000222136,0.000260893,0.000160774,0.000223697,0.000326688,0.000329762
Cer_BS.d16:1_15:0__Np,0.001832724,0.001466372,0.00204314,0.001505902,0.001343786,0.001405976,0.001060582,0.001741173,0.001514152,0.001581588,0.001016873,0.001360359,0.001526708,0.000997461,0.001547629,0.001066442,0.001700787,0.001138863,0.001701548,0.001054642,0.001678309,0.001260913,0.001761469,0.001218655,0.002362935,0.001966304,0.00161394
Cer_BS.d16:1_16:0__Np,0.000245807,0.000197238,0.000312119,0.000160928,0.000145729,0.000148476,0.000177306,0.000241815,0.000222304,0.000199266,0.000143569,0.000180672,0.00015245,9.60E-05,0.000168884,0.000136236,0.000205549,0.000156194,0.000202631,0.000127045,0.000190854,0.00014357,0.000207434,0.00014961,0.000293225,0.000257397,0.000211744
Cer_BS.d16:1_19:0__Np,0.000440309,0.000318813,0.000483548,0.000385857,0.000275984,0.000280763,0.000331653,0.000449821,0.0003772,0.000420378,0.000311477,0.000375671,0.000324173,0.000276069,0.000364177,0.000322536,0.00041777,0.000243575,0.000399842,0.00028331,0.000398832,0.000286091,0.000392527,0.000300555,0.000498529,0.000482172,0.000425312
Cer_BS.d16:1_21:0__Np,0.000392667,0.000306485,0.000419131,0.000213662,0.000227105,0.000220226,0.000236384,0.000398904,0.000289251,0.000362814,0.000229152,0.000413676,0.000297939,0.000184036,0.000260434,0.000202516,0.000364982,0.000246486,0.000353259,0.000228701,0.000340119,0.000190471,0.000289717,0.000208429,0.000424679,0.000319449,0.000275751
Cer_BS.d16:1_23:1__Np,0.000374364,0.000320541,0.000426443,1.68E-05,0.000237739,0.000241682,5.39E-05,0.000391038,0.000320053,0.000411377,0.000241698,0.00040048,0.000271329,0.000226746,0.000324314,0.000289161,0.000417287,0.000254335,0.00028527,0.000287665,0.00028721,0.000242943,0.000296081,0.000225602,6.02E-06,0.000396601,0.000266349
Cer_BS.d16:1_24:0__Np,0.001188674,0.001140012,0.001464214,0.000880036,0.000722237,0.000717055,0.000985223,0.001206564,0.000983864,0.001154338,0.001394838,0.001208131,0.000845576,0.000649589,0.000892917,0.000885779,0.001330384,0.000959637,0.001158501,0.001053838,0.001161516,0.000838658,0.001248849,0.000846793,0.001784537,0.001224553,0.001699408
Cer_BS.d17:1_16:0__Np,0.001629469,0.001301644,0.00181023,0.00138633,0.001242879,0.001263415,0.001087435,0.001538897,0.001329623,0.001532564,0.00119614,0.001357411,0.001142582,0.001083869,0.00152926,0.001122535,0.001569527,0.001051445,0.00137991,0.001128666,0.001386179,0.0010742,0.001545192,0.001150207,0.001840003,0.001512743,0.001591375
Cer_BS.d17:1_19:0__Np,0.001738375,0.001510806,0.001941648,0.001218617,0.00130609,0.00130492,0.001241691,0.001958695,0.00145678,0.001818298,0.001170549,0.001507531,0.001440873,0.001085582,0.001499134,0.001138072,0.001792343,0.001265252,0.001659864,0.001209236,0.001435769,0.00141953,0.002165759,0.001346172,0.002451679,0.002290854,0.001548531
Cer_BS.d17:1_24:0__Np,0.000671129,0.000572747,0.000824929,0.000320184,0.000464866,0.000386571,0.000440026,0.000666855,0.000549984,0.000632162,0.000472281,0.000728976,0.000463558,0.000399682,0.000469436,0.000462105,0.00065258,0.000521203,0.000600758,0.000597217,0.00065696,0.000514963,0.000599783,0.000463869,0.00081399,0.000766867,0
Cer_BS.d18:1_16:0__Np,0.000990489,0.000934508,0.00115195,0.000772368,0.000629215,0.00061895,0.000858381,0.000946442,0.000887566,0.000848949,0.001078892,0.000948306,0.000716375,0.000543217,0.000736163,0.000759955,0.000946221,0.00071798,0.001324497,0.001200021,0.001422743,0.000693988,0.000912789,0.000631023,0.001310381,0.000961586,0.001294728
Cer_EODS.d15:0_16:2_18:0__Np,0.0007134,0.000530242,0.0006979,0.000290181,0.000254105,0.000358061,0.000430148,0.00069874,0.00051264,0.000697501,0.00049742,0.000805203,0.000351937,0.000141537,0.000444817,0.000530699,0.000827441,0.000485441,0.00057806,0.000523426,0.00082265,0.000166696,0.000407962,0.000204288,0.000724364,0.000649565,0.000395339
Cer_EODS.d15:0_19:0_16:0__Np,0.000739077,0.00057192,0.000833342,0.000469526,0.000413666,0.000506112,0.000483894,0.000774911,0.000722927,0.000824077,0.000274938,0.000718861,0.000535158,0.000315157,0.000596425,0.000518848,0.00062992,0.000481646,0.00053812,0.000382669,0.000546979,0.000457498,0.000481792,0.000178491,0.000628718,0.000633193,0.000436316
Cer_EODS.d17:0_16:0_22:0__Np,0.001057484,0.000840661,0.001307578,0.000291395,0.000290019,0.000541472,0.000512676,0.000658741,0.000513932,0.001119271,0.00044199,0.001127356,0.000525882,0.000150323,0.000412743,0.000483491,0.00122957,0.000739746,0.000790973,0.000552205,0.001139691,0.000204357,0.00047474,0.000188948,0.000893962,0.00079678,0.00034268
Cer_EODS.d17:0_21:0_16:0__Np,0.001199074,0.000690418,0.001270817,0.000619629,0.000495685,0.000484878,0.000584202,0.001075229,0.000763602,0.000916818,0.000641419,0.001040614,0.000525898,0.00024641,0.000674624,0.00066638,0.001093873,0.000710102,0.000663849,0.000487479,0.000770653,0.000283789,0.000596491,0.00045355,0.001014668,0.000854678,0.000668136
Cer_EODS.d18:0_15:1_20:0__Np,0.000318266,0.000165803,0.000234224,0,0,0.000153003,0,0.00027444,0.00020489,0.000284203,0.000145752,0.000290795,0.000142101,0,0.000180374,0.000204471,0.000325332,0.00020029,0.000186862,0.000122165,0.00014614,0,0,0,0.000378093,0.000199036,6.70E-05
Cer_EODS.d18:0_34:2_18:2__Np,0.003333297,0.001194505,0.003662483,0.00126669,0.000503698,0.000754394,0.000917674,0.002675724,0.001537512,0.002649715,0.001078531,0.002811917,0.000977423,0.000322546,0.001167497,0.001192589,0.003249267,0.001268374,0.00191549,0.000868275,0.002844561,0.000419773,0.001404371,0.000396341,0.003354098,0.00197796,0.001276245
Cer_EODS.d46:1__Np,0.000103638,6.72E-05,0.000127807,7.89E-05,2.75E-06,3.20E-05,4.73E-05,2.15E-05,2.99E-05,3.72E-05,4.22E-05,9.03E-05,3.88E-05,2.07E-05,3.22E-05,2.33E-05,9.60E-05,4.10E-05,6.94E-05,1.39E-05,4.04E-06,3.02E-05,2.22E-05,1.59E-05,5.83E-05,4.31E-06,7.55E-05
Cer_EODS.d48:2__Np,6.01E-05,1.15E-05,8.47E-05,4.35E-05,4.92E-05,5.95E-05,5.23E-05,2.47E-05,6.04E-05,1.33E-05,2.83E-06,4.67E-05,6.23E-05,4.60E-05,4.56E-05,9.29E-06,3.12E-05,2.98E-05,2.78E-05,2.70E-05,4.91E-05,2.54E-05,5.11E-05,4.99E-05,6.13E-05,8.21E-05,5.62E-05
Cer_EODS.d52:0__Np,0.00061581,0.000410485,0.000776663,9.49E-06,9.85E-05,0.00037831,0.000144075,0.000669064,0.000606796,0.000655493,0.000404781,0.000493048,0.000234553,2.24E-05,0.000247437,0.000383143,0.000678564,0.000105963,0.000500343,0.000242388,0.000428995,3.69E-05,0.000337673,4.67E-05,0.000150566,0.000250584,0.00017999
Cer_EODS.d52:1__Np,8.06E-05,0.000162429,0.000178128,8.76E-05,1.35E-05,7.92E-05,1.81E-05,5.60E-05,0.000114081,4.23E-05,0,6.33E-05,0,7.09E-05,1.17E-05,2.40E-05,4.25E-05,3.04E-05,0,4.13E-05,6.85E-05,0.000272486,0.000157603,7.33E-05,0,0,7.09E-05
Cer_EODS.d54:0__Np,1.37E-05,0.00010222,0.000501913,6.71E-05,0,1.98E-05,4.82E-05,0.000232294,0.000142866,0.000177524,0.000111319,0.000338472,5.85E-05,0,4.93E-05,0.00010081,0.000389543,7.58E-05,7.01E-05,1.75E-05,0.000212029,2.03E-05,2.29E-05,0,0.000425072,0.000192936,6.28E-05
Cer_EODS.d55:1__Np,0.000786834,0.000432696,0.00075649,0.000288267,0.000288626,0.000364809,0.000281674,0.000732019,0.00051242,0.000714826,0.000150221,0.000716031,0.000312702,0.000224333,0.000437338,0.000452376,0.000944344,0.000482948,0.000303692,0.000300225,0.00063332,0.000238116,0.00031754,0.000129981,0.000671656,0.000465275,0.000172007
Cer_EODS.d56:0__Np,0.000777585,0.000615129,0.000849656,0.000216006,0.000267307,0.000325501,0.00028103,0.000425776,0.000489542,0.000636338,0.000330139,0.000656569,0.000356782,0.000149225,0.000357442,0.000485248,0.00074167,0.000491986,0.000457729,0.00036956,0.000699923,0.000185259,0.000245037,0.000155527,0.000474541,0.000337427,0.000213019
Cer_EODS.d63:3__Np,0.000205633,5.03E-05,0.000222921,1.45E-05,3.40E-05,2.89E-05,1.07E-05,6.62E-05,2.59E-05,0.00014473,3.66E-05,0.000189837,3.04E-05,3.19E-05,3.90E-05,6.96E-05,0.000204727,6.33E-05,4.28E-05,0,0.000195056,2.80E-05,2.75E-05,2.24E-05,0.000146565,2.08E-05,2.04E-05
Cer_EODS.d68:4__Np,0.001564832,0.000710551,0.001849843,0.000581474,0.000206812,0.000380712,0.000399831,0.001278701,0.00080929,0.001304285,0.000642748,0.001351536,0.000538531,7.24E-05,0.000514917,0.0005695,0.001475044,0.000599881,0.000896041,0.000375571,0.001212841,0.000140859,0.000637961,0.00016679,0.001679129,0.001002481,0.000658055
Cer_EODS.d69:4__Np,0.001067054,0.000520136,0.001203671,0.000404958,0.000179275,0.000279612,0.000321314,0.00091367,0.000631424,0.000937855,0.000385133,0.000997707,0.00039139,0.000100253,0.000403316,0.000477031,0.001042516,0.000517921,0.000703908,0.000256005,0.000896906,0.000130953,0.000407959,0.000122666,0.000937105,0.000649925,0.000420064
Cer_EODS.d72:1__Np,0.000496884,0.000173745,0.000504233,0.000116885,7.84E-05,0.000208418,0.00022614,0.000345013,0.000306173,0.000374589,0.000366575,0.000442376,0.000165337,0.000134294,0.000214789,0.000300027,0.000440353,0.000334628,0.000356318,0.000209011,0.000513303,0.00012744,6.11E-05,9.65E-05,0.000324668,0.000229743,0.000179635
Cer_EOS.d18:1_30:0_18:2__Np,0.002167416,0.001056548,0.002188473,0.00064376,0.000216528,0.000482908,0.00052812,0.001494156,0.001075078,0.001794082,0.000912441,0.002182971,0.000606219,9.18E-05,0.000755789,0.000944224,0.002036743,0.00085044,0.001224005,0.000580234,0.001977987,0.000152848,0.000645924,0.00016064,0.001471036,0.001006466,0.000536667
Cer_EOS.d21:1_32:1_18:2__Np,0.00130994,0.000852909,0.00144852,0.000702652,0.000403205,0.0006175,0.000708126,0.001293163,0.001077448,0.001219596,0.000786325,0.001430557,0.00076321,0.000262732,0.000883577,0.000905004,0.001355664,0.000914056,0.001102459,0.00070188,0.001240999,0.000333411,0.000732435,0.000282525,0.0012213,0.000986453,0.000579516
Cer_EOS.d25:1_21:0_18:2__Np,0.000842095,0.000579425,0.000804579,0.000352515,0.000217311,0.000348817,0.000368627,0.000670677,0.000573136,0.000788914,0.000566886,0.000862729,0.000406688,0.000117532,0.00045846,0.000521421,0.000756509,0.000495216,0.000494502,0.00034768,0.000699011,0.000158865,0.000416689,0.000151923,0.000607239,0.00049984,0.000309873
Cer_EOS.d26:1_23:0_18:2__Np,0.00149865,0.000728132,0.0016307,0.000452531,0.000205246,0.000362504,0.000433491,0.001163342,0.000815093,0.001306652,0.000580756,0.001605889,0.000490781,0.000117705,0.000583056,0.00069844,0.001568223,0.000654093,0.001040261,0.000492213,0.001633923,0.000167792,0.000577467,0.000125019,0.001069426,0.0007616,0.000468958
Cer_EOS.d56:1__Np,0.001008782,0.000555921,0.000946709,0.000469104,0.000287202,0.000441154,0.000400369,0.000990805,0.000606517,0.001013894,0.000495212,0.000982961,0.000560205,0.000115101,0.000573652,0.00051609,0.001200122,0.000567626,0.000650441,0.000441032,0.000786775,0.000195502,0.000560223,0.000180889,0.001059503,0.00091609,0.000442764
Cer_EOS.d63:3__Np,1.93E-05,1.47E-05,1.34E-05,0,5.94E-06,0,9.20E-06,6.95E-06,8.36E-06,3.16E-05,9.60E-06,3.71E-05,5.08E-06,0,4.94E-06,4.28E-05,1.34E-05,1.67E-05,2.47E-05,1.90E-05,7.20E-06,1.32E-05,6.90E-06,0,0,0,1.81E-05
Cer_EOS.d65:3__Np,0.000622944,0.000215189,0.000871953,9.89E-05,0.000119402,9.37E-05,0.000121441,0.000344417,0.00020221,0.000402522,0.000159942,0.000491697,0.000146062,0.000120082,0.000150903,8.29E-05,0.000734275,0.000201404,0.000224359,0.000120218,0.000542408,0.000123445,0.000145204,6.54E-05,0.000480865,0.000209961,8.62E-05
Cer_EOS.d67:4__Np,0.000403351,0.000169967,0.000621205,6.55E-05,9.34E-05,7.29E-05,0.000104702,0.000166104,0.000121619,0.000289073,8.04E-05,0.000268631,8.06E-05,8.49E-05,7.11E-05,8.53E-05,0.00032564,0.000128675,9.46E-05,0.000114523,0.000343925,9.58E-05,0.000102841,4.88E-05,0.000347479,0.00013043,7.30E-05
Cer_EOS.d67:5__Np,8.58E-05,1.88E-05,0.000122416,3.76E-05,1.05E-05,1.62E-05,1.95E-05,5.91E-05,3.56E-05,5.34E-05,3.06E-05,0.000112109,2.86E-05,0,2.85E-05,3.44E-05,9.31E-05,2.65E-05,5.76E-05,2.67E-05,0.000104957,0,3.07E-05,1.04E-05,6.95E-05,5.20E-05,5.25E-05
Cer_EOS.d68:3__Np,0.003863641,0.001571609,0.00393851,0.001184112,0.00047866,0.000840918,0.001086939,0.002752078,0.001790228,0.003110138,0.001485045,0.003892091,0.001055785,0.000291043,0.001566489,0.001659961,0.004013137,0.001456472,0.002346208,0.001292333,0.003939288,0.000386292,0.001328183,0.000355718,0.002640259,0.00167672,0.000949573
Cer_EOS.d69:5__Np,2.38E-05,2.17E-05,0.000149445,4.60E-05,2.62E-05,1.16E-05,8.33E-06,2.93E-05,4.81E-06,2.39E-05,2.24E-05,2.62E-05,9.56E-06,3.93E-06,2.20E-05,1.90E-05,2.84E-05,3.59E-05,9.86E-06,2.13E-05,4.83E-05,2.44E-06,2.17E-05,1.13E-05,2.52E-05,3.11E-06,0
Cer_EOS.d72:5__Np,0.000783591,0.000302056,0.000800124,0.000346603,0.000152201,0.000245614,0.000245623,0.000631643,0.000423416,0.000622287,0.000215828,0.000705127,0.000263551,9.14E-05,0.00027531,0.000267447,0.000670214,0.000335563,0.000529347,0.000229122,0.000763977,0.000116768,0.000252874,6.04E-05,0.000622273,0.000391092,0.000335573
Cer_NDS.d16:0_16:0__Np,0.000466365,0.000480408,0.000515556,0.0002922,0,0,0.000364865,0.000503647,0.000386788,0.000426444,0.000495612,0.000400963,0.000299262,0,0.000485482,0.000387251,0.000518656,0.000313497,0.000497493,0.000425687,0.000566684,0.000265922,0,0.000234635,0.000626977,0.000432652,0.000467014
Cer_NDS.d16:0_20:0__Np,0.006839027,0.005517865,0.00764523,0.004553344,0.004131752,0.004481433,0.004266038,0.006533926,0.00557193,0.006340044,0.004050194,0.005704409,0.004541823,0.003382648,0.005513154,0.004635919,0.006819435,0.00472686,0.005726747,0.004447243,0.005759011,0.003706053,0.005062228,0.003008192,0.007301632,0.00565237,0.005672013
Cer_NDS.d16:0_24:0__Np,0.011014421,0.008349142,0.011063215,0.005195728,0.0050821,0.005572959,0.006284221,0.009654874,0.007440563,0.009830101,0.006242855,0.00972405,0.005855284,0.004029998,0.007182391,0.007014455,0.010707655,0.007277869,0.009379248,0.007638546,0.010261449,0.004807891,0.007121265,0.004363516,0.010442498,0.008371106,0.007098431
Cer_NDS.d17:0_16:0__Np,0.001990688,0.001802007,0.002058476,0.001073779,0.000936895,0.001026409,0.001157476,0.001672031,0.001341098,0.001674642,0.001198061,0.001247627,0.001047632,0.000862055,0.001734699,0.001312715,0.001670275,0.001210312,0.001872787,0.001557662,0.002051137,0.001230943,0.001818608,0.00096746,0.002203401,0.00169676,0.00161056
Cer_NDS.d17:0_20:0__Np,0.006225364,0.00483857,0.006746156,0.003848437,0.003581392,0.003738987,0.003813468,0.005847245,0.004890002,0.005735402,0.003016273,0.005051497,0.003797473,0.003007085,0.004691966,0.003942336,0.005926784,0.004226007,0.005325678,0.003921785,0.005536886,0.003326234,0.004538803,0.002703146,0.006216984,0.005002876,0.004845177
Cer_NDS.d17:0_22:0__Np,0.005772239,0.004331203,0.006051619,0.00302698,0.002621605,0.003002672,0.003348688,0.005207368,0.004388591,0.005294053,0.00301216,0.004952963,0.003150283,0.002208807,0.003820379,0.003547512,0.005781372,0.003843562,0.005073722,0.003856975,0.00542811,0.002496553,0.003444539,0.002188794,0.005307523,0.004336835,0.003773409
Cer_NDS.d18:0_16:0__Np,0.003083892,0.00284969,0.003815139,0.002384756,0.002020816,0.002057195,0.00217603,0.002960496,0.002438471,0.002733699,0.002737624,0.002377829,0.002201052,0.001870704,0.002661201,0.00239612,0.003175172,0.001968095,0.00264457,0.002244659,0.002805894,0.002507477,0.003842672,0.00188282,0.004753668,0.003103128,0.003423909
Cer_NDS.d18:0_24:1__Np,0.000502573,0.000263834,0.000593532,0.00036714,0.000148341,0.000312087,0.000339928,0.000505212,0.00037762,0.000272489,0.000563334,0.000417185,0.000336941,0.000131861,0.000374522,0.000183567,0.00042895,0.00027754,0.000255097,0.000300173,0.000373698,0.000270489,0.000493507,0.000265558,0.000667582,0.00046162,0.000401294
Cer_NDS.d19:0_30:1__Np,0.005054385,0.002047498,0.005275751,0.000936114,0.000644066,0.000993724,0.001168291,0.003211873,0.002050299,0.003837917,0.001531679,0.004532551,0.000904615,0.000484467,0.001481436,0.001773753,0.004792477,0.001719816,0.003469333,0.001710168,0.005444094,0.00060092,0.00107743,0.000544964,0.003506635,0.002494781,0.000911618
Cer_NDS.d19:0_32:1__Np,0.001437612,0.000425766,0.001820495,0.000177975,0.000105915,8.10E-05,8.67E-05,0.000682547,0.000447221,0.00074998,0.000153198,0.001096435,9.42E-05,9.60E-05,0.000177315,0.000151533,0.001511482,0.000135458,0.000717246,0.000270264,0.001606882,0.000102373,0.000228755,0.000110707,0.000834657,0.000472277,0.00013721
Cer_NDS.d19:0_32:2__Np,0.00071267,0.000497739,0.000792409,0.000376539,0.000354989,0.000380004,0.000433401,0.000750311,0.000576527,0.00065548,0.000373951,0.000659703,0.000463852,0.000240046,0.00051823,0.000433706,0.000742343,0.00051211,0.000644584,0.000446284,0.000676622,0.000312539,0.000540065,0.000295863,0.000858286,0.000723761,0.000352311
Cer_NDS.d20:0_32:2__Np,0.002625445,0.001332296,0.003023022,0.000960587,0.000524642,0.000751393,0.000886868,0.002349218,0.001484309,0.002037461,0.00112605,0.002232078,0.001017701,0.000224335,0.0010301,0.001189597,0.002543293,0.001123127,0.002126308,0.001143585,0.002472044,0.000349482,0.001160804,0.000408289,0.003262639,0.002320464,0.001185202
Cer_NDS.d20:0_34:2__Np,0.000839298,0.00032908,0.001034399,0.000257542,0.000107411,0.000160906,0.000212275,0.000691338,0.000404265,0.000655401,0.000247007,0.000745952,0.000239085,3.20E-05,0.000261869,0.000285474,0.00092501,0.000298804,0.000567709,0.000236332,0.000835123,6.88E-05,0.000265112,8.89E-05,0.000938224,0.000609667,0.000293635
Cer_NDS.d22:0_26:0__Np,0,0.000238997,0,2.57E-05,6.04E-05,4.56E-05,6.47E-05,0.000113909,6.82E-05,5.52E-05,4.76E-05,0.000245088,3.29E-05,1.08E-05,6.04E-05,0.000146597,0.000288129,0.000121731,0.00014863,0.000132949,0.000363433,0,2.86E-05,2.25E-05,0,1.00E-04,0
Cer_NDS.d23:0_28:0__Np,0.00047166,0.000210474,0.000499031,6.93E-05,3.95E-05,5.76E-05,0.000109987,0.000264987,0.000209743,0.000361884,0.000132504,0.000416467,0.00010849,1.46E-05,0.000132114,0.000175431,0.000446435,0.00016653,0.000290217,0.000139448,0.0004605,2.31E-05,8.96E-05,2.93E-05,0.000247923,0.00019705,7.27E-05
Cer_NDS.d35:0__Np,0.001328239,0.001322258,0.001653548,0.00082353,0.000828037,0.000907303,0.000906984,0.00118817,0.001156643,0.001594125,0.000868953,0.001183639,0.000882269,0.000806064,0.001167067,0.000925542,0.001279552,0.000887274,0.001240521,0.000966132,0.001248446,0.000804422,0.001044181,0.000670551,0.001480451,0.001166474,0.001257387
Cer_NDS.d38:0__Np,0.00701747,0.005613906,0.007757145,0.004216424,0.00415014,0.004187182,0.00452835,0.007056185,0.005643345,0.006343419,0.004008831,0.005985354,0.004647131,0.003364504,0.00528993,0.004605754,0.007204013,0.004946607,0.00605611,0.004442918,0.00606472,0.004343766,0.00633905,0.003762196,0.008465301,0.006657836,0.005724203
Cer_NDS.d41:0__Np,0.010139643,0.007550036,0.010360891,0.00405188,0.003861689,0.004369888,0.005171798,0.008023154,0.006907089,0.008821932,0.005003165,0.00889614,0.004525353,0.003248843,0.005966567,0.005756788,0.009861348,0.006034538,0.008700864,0.006789267,0.010151326,0.003695311,0.004987837,0.00321844,0.00826943,0.006695284,0.005498865
Cer_NDS.d42:0__Np,0.013310585,0.01036181,0.013305393,0.005983851,0.005928182,0.006161976,0.007595177,0.011493926,0.009638636,0.011802881,0.007023728,0.011856917,0.006702796,0.005041689,0.008503089,0.008384792,0.013044382,0.008789146,0.01129822,0.009370347,0.012774907,0.005995061,0.008852885,0.005349889,0.01264843,0.01054169,0.008000878
