"","Row.names","logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","CompoundName","CleanName","LipidABV","Formula","Mass","RT","LargerLipidGroup.ABV","LargerLipidGroup","LIPIDClass_CommonName","LipidClass_LIPID_MAPS","LIPID_MAPS"
"13","Cer_ADS.d16:0_16:0__Np",0.320299978940314,5.09941631302635,2.04599849523569,0.0459347705582731,0.178226909766099,-4.53573067410716,"Cer_ADS.d16:0_16:0__Np",53,2.05686854599399,0.0448310928091636,0.174526394748717,"Cer_ADS d16:0_16:0","Cer ADS d16:0 16:0","Cer_ADS","C32 H65 N O4",527.4915,7.33,"Sphingolipids ","SP","Ceramides","Ceramide α-hydroxy fatty acid-dihydrosphingosine",""
"14","Cer_ADS.d16:0_24:0__Np",0.175950661495734,0.482721669378478,0.813911809026529,0.423396279353733,0.612976702944957,-5.89413561053359,"Cer_ADS.d16:0_24:0__Np",27,0.820090963223615,0.419914965955225,0.610336505890936,"Cer_ADS d16:0_24:0","Cer ADS d16:0 24:0","Cer_ADS","C40 H81 N O4",639.6167,10.99,"Sphingolipids ","SP","Ceramides","Ceramide α-hydroxy fatty acid-dihydrosphingosine",""
"15","Cer_ADS.d16:0_24:0__Np",0.175950661495734,0.482721669378478,0.813911809026529,0.423396279353733,0.612976702944957,-5.89413561053359,"Cer_ADS.d16:0_24:0__Np",27,0.820090963223615,0.419914965955225,0.610336505890936,"Cer_ADS d16:0_24:0","Cer ADS d16:0 24:0","Cer_ADS","C40 H81 N O4",639.6159,10.04,"Sphingolipids ","SP","Ceramides","Ceramide α-hydroxy fatty acid-dihydrosphingosine",""
"16","Cer_ADS.d16:0_24:0_1__Np",0.336153664656591,4.72592891690867,3.60285681691899,0.00136612054076903,0.0151444219948109,-1.04463695791045,"Cer_ADS.d16:0_24:0_1__Np",27,3.7390636009354,0.000965248476275855,0.0138836239974172,"Cer_ADS d16:0_24:0_1","Cer ADS d16:0 24:0","Cer_ADS","C40 H81 N O4",639.6167,10.99,"Sphingolipids ","SP","Ceramides","Ceramide α-hydroxy fatty acid-dihydrosphingosine",""
"17","Cer_ADS.d17:0_14:0__Np",0.643358703837983,5.04836884412904,2.55734835686439,0.017304559963072,0.085633347157104,-3.31889947623493,"Cer_ADS.d17:0_14:0__Np",26,2.50331514833234,0.0195096288648022,0.0928735711468357,"Cer_ADS d17:0_14:0","Cer ADS d17:0 14:0","Cer_ADS","C31 H63 N O4",513.4759,6.83,"Sphingolipids ","SP","Ceramides","Ceramide α-hydroxy fatty acid-dihydrosphingosine",""
"18","Cer_ADS.d17:0_16:0__Np",0.352841736827458,6.18604159158868,2.43256612052206,0.0185434964027479,0.0899359575533275,-3.75055496462342,"Cer_ADS.d17:0_16:0__Np",53,2.4474326110194,0.0178709319526872,0.0874023730795292,"Cer_ADS d17:0_16:0","Cer ADS d17:0 16:0","Cer_ADS","C33 H67 N O4",541.5074,7.87,"Sphingolipids ","SP","Ceramides","Ceramide α-hydroxy fatty acid-dihydrosphingosine",""
"19","Cer_ADS.d17:0_16:0__Np",0.352841736827458,6.18604159158868,2.43256612052206,0.0185434964027479,0.0899359575533275,-3.75055496462342,"Cer_ADS.d17:0_16:0__Np",53,2.4474326110194,0.0178709319526872,0.0874023730795292,"Cer_ADS d17:0_16:0","Cer ADS d17:0 16:0","Cer_ADS","C33 H67 N O4",541.5072,7.85,"Sphingolipids ","SP","Ceramides","Ceramide α-hydroxy fatty acid-dihydrosphingosine",""
"20","Cer_ADS.d18:0_16:0__Np",0.431391036612152,6.43137892757844,2.86695853503898,0.00601229793301544,0.0399903702515998,-2.7435502587871,"Cer_ADS.d18:0_16:0__Np",53,2.88333447690071,0.00574851067723539,0.0388739802181791,"Cer_ADS d18:0_16:0","Cer ADS d18:0 16:0","Cer_ADS","C34 H69 N O4",555.5229,8.33,"Sphingolipids ","SP","Ceramides","Ceramide α-hydroxy fatty acid-dihydrosphingosine",""
"21","Cer_ADS.d18:0_16:0__Np",0.431391036612152,6.43137892757844,2.86695853503898,0.00601229793301544,0.0399903702515998,-2.7435502587871,"Cer_ADS.d18:0_16:0__Np",53,2.88333447690071,0.00574851067723539,0.0388739802181791,"Cer_ADS d18:0_16:0","Cer ADS d18:0 16:0","Cer_ADS","C34 H69 N O4",555.5229,8.32,"Sphingolipids ","SP","Ceramides","Ceramide α-hydroxy fatty acid-dihydrosphingosine",""
"22","Cer_ADS.d18:0_25:0__Np",1.88988424704031,1.35128417946345,2.15439378545232,0.0414847440818127,0.165357307440943,-4.0807470554847,"Cer_ADS.d18:0_25:0__Np",26,2.15266702611853,0.0416117166025553,0.165701598136744,"Cer_ADS d18:0_25:0","Cer ADS d18:0 25:0","Cer_ADS","C43 H87 N O4",681.6631,11.24,"Sphingolipids ","SP","Ceramides","Ceramide α-hydroxy fatty acid-dihydrosphingosine",""
"23","Cer_ADS.d19:0_16:0__Np",-0.656478861690725,2.54111107253431,-0.661700832236705,0.511144766311362,0.681715856574709,-6.32567272527524,"Cer_ADS.d19:0_16:0__Np",53,-0.662116231183643,0.510877692942564,0.681170257256752,"Cer_ADS d19:0_16:0","Cer ADS d19:0 16:0","Cer_ADS","C35 H71 N O4",569.5382,8.83,"Sphingolipids ","SP","Ceramides","Ceramide α-hydroxy fatty acid-dihydrosphingosine",""
"24","Cer_ADS.d19:0_16:0__Np",-0.656478861690725,2.54111107253431,-0.661700832236705,0.511144766311362,0.681715856574709,-6.32567272527524,"Cer_ADS.d19:0_16:0__Np",53,-0.662116231183643,0.510877692942564,0.681170257256752,"Cer_ADS d19:0_16:0","Cer ADS d19:0 16:0","Cer_ADS","C35 H71 N O4",569.5382,8.62,"Sphingolipids ","SP","Ceramides","Ceramide α-hydroxy fatty acid-dihydrosphingosine",""
"25","Cer_ADS.d19:0_26:0__Np",0.914519654826849,4.86845679954568,4.09683193827424,0.000413876255753841,0.0105388393084337,0.0798760502033868,"Cer_ADS.d19:0_26:0__Np",26,3.98671513737186,0.000544892451330953,0.0127474289218036,"Cer_ADS d19:0_26:0","Cer ADS d19:0 26:0","Cer_ADS","C45 H91 N O4",709.6948,12.76,"Sphingolipids ","SP","Ceramides","Ceramide α-hydroxy fatty acid-dihydrosphingosine",""
"26","Cer_ADS.d19:0_29:0__Np",1.25204021378947,1.46465592312821,3.7920676676921,0.00089212117171036,0.0135527976626658,-0.628982164246396,"Cer_ADS.d19:0_29:0__Np",26,3.74658683491185,0.000997028176817475,0.0138836239974172,"Cer_ADS d19:0_29:0","Cer ADS d19:0 29:0","Cer_ADS","C48 H97 N O4",751.7409,12.93,"Sphingolipids ","SP","Ceramides","Ceramide α-hydroxy fatty acid-dihydrosphingosine",""
"27","Cer_ADS.d20:0_22:0__Np",0.0494146547935482,0.513744065576255,0.321532142706104,0.75048557784783,0.862398527046618,-6.16924073828738,"Cer_ADS.d20:0_22:0__Np",27,0.326075659424816,0.74708097401858,0.862842296870925,"Cer_ADS d20:0_22:0","Cer ADS d20:0 22:0","Cer_ADS","C42 H85 N O4",667.6475,10.86,"Sphingolipids ","SP","Ceramides","Ceramide α-hydroxy fatty acid-dihydrosphingosine",""
"28","Cer_ADS.d20:0_24:0__Np",0.0543298037999997,0.878087575217099,0.20861476057017,0.836442864113059,0.932585722057089,-6.19907523306519,"Cer_ADS.d20:0_24:0__Np",27,0.209770585427371,0.83554685281791,0.9315867209579,"Cer_ADS d20:0_24:0","Cer ADS d20:0 24:0","Cer_ADS","C44 H89 N O4",695.6786,11.63,"Sphingolipids ","SP","Ceramides","Ceramide α-hydroxy fatty acid-dihydrosphingosine",""
"29","Cer_ADS.d21:0_18:0__Np",0.723457620052877,0.845306398755105,2.22562833153514,0.035711293078025,0.150608496894279,-3.9519657750413,"Cer_ADS.d21:0_18:0__Np",26,2.19803017973681,0.0378336211493216,0.157279767920751,"Cer_ADS d21:0_18:0","Cer ADS d21:0 18:0","Cer_ADS","C39 H79 N O4",625.6006,9.59,"Sphingolipids ","SP","Ceramides","Ceramide α-hydroxy fatty acid-dihydrosphingosine",""
"30","Cer_ADS.d22:0_14:0__Np",2.28868154739539,-3.30870660271119,1.22071835303856,0.227812313116435,0.427010519271385,-5.81002964085104,"Cer_ADS.d22:0_14:0__Np",53,1.22138029070793,0.227558167828366,0.428605288571758,"Cer_ADS d22:0_14:0","Cer ADS d22:0 14:0","Cer_ADS","C36 H73 N O4",583.5537,8.17,"Sphingolipids ","SP","Ceramides","Ceramide α-hydroxy fatty acid-dihydrosphingosine",""
"31","Cer_ADS.d22:0_14:0__Np",2.28868154739539,-3.30870660271119,1.22071835303856,0.227812313116435,0.427010519271385,-5.81002964085104,"Cer_ADS.d22:0_14:0__Np",53,1.22138029070793,0.227558167828366,0.428605288571758,"Cer_ADS d22:0_14:0","Cer ADS d22:0 14:0","Cer_ADS","C36 H73 N O4",583.5538,7.65,"Sphingolipids ","SP","Ceramides","Ceramide α-hydroxy fatty acid-dihydrosphingosine",""
"32","Cer_ADS.d22:0_16:0__Np",0.267012025884059,4.71393472154138,2.67239133954928,0.0130783408042278,0.0708055288191681,-3.0977425850273,"Cer_ADS.d22:0_16:0__Np",27,2.76023927152898,0.0106565633527011,0.0632869374619594,"Cer_ADS d22:0_16:0","Cer ADS d22:0 16:0","Cer_ADS","C38 H77 N O4",611.5854,10.16,"Sphingolipids ","SP","Ceramides","Ceramide α-hydroxy fatty acid-dihydrosphingosine",""
"33","Cer_ADS.d23:0_13:0__Np",0.21801500401632,2.95417502054085,1.54084315257635,0.135944473881797,0.331002363781813,-5.08911918864514,"Cer_ADS.d23:0_13:0__Np",27,1.56632806207915,0.129843456281575,0.323605383472915,"Cer_ADS d23:0_13:0","Cer ADS d23:0 13:0","Cer_ADS","C36 H73 N O4",583.5539,8.77,"Sphingolipids ","SP","Ceramides","Ceramide α-hydroxy fatty acid-dihydrosphingosine",""
"34","Cer_ADS.d26:0_13:0__Np",0.633480939295762,-1.94198057728551,0.383595680935968,0.70452772311226,0.828418849702828,-6.14747704247482,"Cer_ADS.d26:0_13:0__Np",27,0.384036966957559,0.704198061921046,0.828032054584276,"Cer_ADS d26:0_13:0","Cer ADS d26:0 13:0","Cer_ADS","C39 H79 N O4",625.6005,9.61,"Sphingolipids ","SP","Ceramides","Ceramide α-hydroxy fatty acid-dihydrosphingosine",""
"35","Cer_ADS.d26:0_15:1__Np",0.0925428148648908,-0.158016542427608,0.513751585645181,0.611946174673397,0.747434782077475,-6.08958604942886,"Cer_ADS.d26:0_15:1__Np",27,0.519155262537291,0.608218327950428,0.745227509193998,"Cer_ADS d26:0_15:1","Cer ADS d26:0 15:1","Cer_ADS","C41 H81 N O4",651.616,9.75,"Sphingolipids ","SP","Ceramides","Ceramide α-hydroxy fatty acid-dihydrosphingosine",""
"36","Cer_ADS.d30:0__Np",0.139973302682985,0.344321839150924,1.01431847010971,0.320167524346429,0.516254691278947,-5.71720956002195,"Cer_ADS.d30:0__Np",27,1.03192076917586,0.311989460542159,0.507200743116024,"Cer_ADS d30:0","Cer ADS d30:0","Cer_ADS","C30 H61 N O4",499.46,6.34,"Sphingolipids ","SP","Ceramides","Ceramide α-hydroxy fatty acid-dihydrosphingosine",""
"37","Cer_ADS.d30:0_21:0__Np",1.11562395988255,1.59468055113402,3.70031254760077,0.00112241966099112,0.0141205549556984,-0.840401589630952,"Cer_ADS.d30:0_21:0__Np",26,3.64651378209881,0.0012803513826229,0.0158545639295006,"Cer_ADS d30:0_21:0","Cer ADS d30:0 21:0","Cer_ADS","C51 H103 N O4",793.7884,14.09,"Sphingolipids ","SP","Ceramides","Ceramide α-hydroxy fatty acid-dihydrosphingosine",""
"38","Cer_ADS.d30:0_22:1__Np",0.120992231535921,1.91963053742986,0.668929372341387,0.509683663547821,0.681715856574709,-5.99917972222307,"Cer_ADS.d30:0_22:1__Np",27,0.675912499661251,0.50530133295755,0.677582585927864,"Cer_ADS d30:0_22:1","Cer ADS d30:0 22:1","Cer_ADS","C52 H103 N O4",805.7883,13.77,"Sphingolipids ","SP","Ceramides","Ceramide α-hydroxy fatty acid-dihydrosphingosine",""
"39","Cer_ADS.d31:0__Np",0.251461099288408,4.35863416294801,1.95691457041384,0.061637345981225,0.216220289218612,-4.44499927243906,"Cer_ADS.d31:0__Np",27,1.99590828430838,0.0569471131054862,0.206327511088446,"Cer_ADS d31:0","Cer ADS d31:0","Cer_ADS","C31 H63 N O4",513.4759,6.84,"Sphingolipids ","SP","Ceramides","Ceramide α-hydroxy fatty acid-dihydrosphingosine",""
"40","Cer_ADS.d31:0_1__Np",0.251435161011795,4.35864280904022,1.95664231398669,0.0616710790554805,0.216220289218612,-4.44545831717058,"Cer_ADS.d31:0_1__Np",27,1.99562786799834,0.056979527708486,0.206327511088446,"Cer_ADS d31:0_1","Cer ADS d31:0","Cer_ADS","C31 H63 N O4",513.4759,6.84,"Sphingolipids ","SP","Ceramides","Ceramide α-hydroxy fatty acid-dihydrosphingosine",""
"41","Cer_ADS.d32:0__Np",0.850335903038551,2.44479518281663,1.03590101639349,0.305140240978793,0.503382608751127,-6.01312104764435,"Cer_ADS.d32:0__Np",53,1.03660803363111,0.30480873245937,0.504245061673388,"Cer_ADS d32:0","Cer ADS d32:0","Cer_ADS","C32 H65 N O4",527.4911,6.8,"Sphingolipids ","SP","Ceramides","Ceramide α-hydroxy fatty acid-dihydrosphingosine",""
"42","Cer_ADS.d32:0__Np",0.850335903038551,2.44479518281663,1.03590101639349,0.305140240978793,0.503382608751127,-6.01312104764435,"Cer_ADS.d32:0__Np",53,1.03660803363111,0.30480873245937,0.504245061673388,"Cer_ADS d32:0","Cer ADS d32:0","Cer_ADS","C32 H65 N O4",527.4915,7.34,"Sphingolipids ","SP","Ceramides","Ceramide α-hydroxy fatty acid-dihydrosphingosine",""
"43","Cer_ADS.d32:1__Np",0.630109031965746,7.09435885230602,2.76460926565057,0.0107903638962095,0.0640815488529994,-2.89886836635857,"Cer_ADS.d32:1__Np",26,2.69332599618826,0.0126994370790052,0.0697270979243494,"Cer_ADS d32:1","Cer ADS d32:1","Cer_ADS","C32 H63 N O4",525.4762,6.88,"Sphingolipids ","SP","Ceramides","Ceramide α-hydroxy fatty acid-dihydrosphingosine",""
"44","Cer_ADS.d33:0__Np",0.0547039754581613,5.94405823244905,0.353161775904529,0.726933840595258,0.846997988441322,-6.15862302691367,"Cer_ADS.d33:0__Np",27,0.358078729033596,0.723290197967781,0.843596984403304,"Cer_ADS d33:0","Cer ADS d33:0","Cer_ADS","C33 H67 N O4",541.5074,7.87,"Sphingolipids ","SP","Ceramides","Ceramide α-hydroxy fatty acid-dihydrosphingosine",""
"45","Cer_ADS.d33:1__Np",0.141203163892304,5.90695517210237,1.28771749012624,0.209661768943095,0.41154519232675,-5.41926618996912,"Cer_ADS.d33:1__Np",27,1.3228138563039,0.197870532458264,0.404072455756876,"Cer_ADS d33:1","Cer ADS d33:1","Cer_ADS","C33 H65 N O4",539.4918,7.42,"Sphingolipids ","SP","Ceramides","Ceramide α-hydroxy fatty acid-dihydrosphingosine",""
"46","Cer_ADS.d34:1__Np",-0.0661809092825605,5.6813265989098,-0.476411160868291,0.63792756349423,0.771077553382434,-6.10788205359103,"Cer_ADS.d34:1__Np",27,-0.484573828660999,0.632197251487433,0.765741520011833,"Cer_ADS d34:1","Cer ADS d34:1","Cer_ADS","C34 H67 N O4",553.5074,7.92,"Sphingolipids ","SP","Ceramides","Ceramide α-hydroxy fatty acid-dihydrosphingosine",""
"47","Cer_ADS.d36:0__Np",0.388642197964078,5.74277835114161,1.94028135815689,0.0578896215495788,0.209917506179781,-4.73066895445405,"Cer_ADS.d36:0__Np",53,1.9469466064993,0.0570583515182662,0.206327511088446,"Cer_ADS d36:0","Cer ADS d36:0","Cer_ADS","C36 H73 N O4",583.5543,9.25,"Sphingolipids ","SP","Ceramides","Ceramide α-hydroxy fatty acid-dihydrosphingosine",""
"48","Cer_ADS.d36:0__Np",0.388642197964078,5.74277835114161,1.94028135815689,0.0578896215495788,0.209917506179781,-4.73066895445405,"Cer_ADS.d36:0__Np",53,1.9469466064993,0.0570583515182662,0.206327511088446,"Cer_ADS d36:0","Cer ADS d36:0","Cer_ADS","C36 H73 N O4",583.5542,9.26,"Sphingolipids ","SP","Ceramides","Ceramide α-hydroxy fatty acid-dihydrosphingosine",""
"49","Cer_ADS.d37:0__Np",0.355160482159833,4.54431608815875,1.59608902479903,0.116653886302335,0.303205545334994,-5.30244814608318,"Cer_ADS.d37:0__Np",53,1.60068267516747,0.115624253940737,0.303123044114906,"Cer_ADS d37:0","Cer ADS d37:0","Cer_ADS","C37 H75 N O4",597.5697,9.75,"Sphingolipids ","SP","Ceramides","Ceramide α-hydroxy fatty acid-dihydrosphingosine",""
"50","Cer_ADS.d37:0__Np",0.355160482159833,4.54431608815875,1.59608902479903,0.116653886302335,0.303205545334994,-5.30244814608318,"Cer_ADS.d37:0__Np",53,1.60068267516747,0.115624253940737,0.303123044114906,"Cer_ADS d37:0","Cer ADS d37:0","Cer_ADS","C37 H75 N O4",597.5697,9.72,"Sphingolipids ","SP","Ceramides","Ceramide α-hydroxy fatty acid-dihydrosphingosine",""
"51","Cer_ADS.d37:0__Np",0.355160482159833,4.54431608815875,1.59608902479903,0.116653886302335,0.303205545334994,-5.30244814608318,"Cer_ADS.d37:0__Np",53,1.60068267516747,0.115624253940737,0.303123044114906,"Cer_ADS d37:0","Cer ADS d37:0","Cer_ADS","C37 H75 N O4",597.5692,8.68,"Sphingolipids ","SP","Ceramides","Ceramide α-hydroxy fatty acid-dihydrosphingosine",""
"52","Cer_ADS.d37:0__Np",0.355160482159833,4.54431608815875,1.59608902479903,0.116653886302335,0.303205545334994,-5.30244814608318,"Cer_ADS.d37:0__Np",53,1.60068267516747,0.115624253940737,0.303123044114906,"Cer_ADS d37:0","Cer ADS d37:0","Cer_ADS","C37 H75 N O4",597.5696,9.22,"Sphingolipids ","SP","Ceramides","Ceramide α-hydroxy fatty acid-dihydrosphingosine",""
"53","Cer_ADS.d37:0_1__Np",0.360995128603838,4.29919844793224,2.71318852976111,0.01190149008508,0.067891711928883,-3.01358790400424,"Cer_ADS.d37:0_1__Np",27,2.76371321380776,0.0105704882944847,0.0632869374619594,"Cer_ADS d37:0_1","Cer ADS d37:0","Cer_ADS","C37 H75 N O4",597.5692,8.68,"Sphingolipids ","SP","Ceramides","Ceramide α-hydroxy fatty acid-dihydrosphingosine",""
"54","Cer_ADS.d37:0_2__Np",0.625684926568704,-1.38689102422938,2.67729460160978,0.0129313357801413,0.0706670180661245,-3.08766402528033,"Cer_ADS.d37:0_2__Np",27,2.69506711479099,0.0123989614083975,0.0685842011713313,"Cer_ADS d37:0_2","Cer ADS d37:0","Cer_ADS","C37 H75 N O4",597.5692,8.68,"Sphingolipids ","SP","Ceramides","Ceramide α-hydroxy fatty acid-dihydrosphingosine",""
"55","Cer_ADS.d38:0__Np",0.427513997403417,5.2793782963834,1.79741545838972,0.0781974610379087,0.248015925471732,-4.97989557005191,"Cer_ADS.d38:0__Np",53,1.80205567032381,0.0774483009336602,0.249429139357669,"Cer_ADS d38:0","Cer ADS d38:0","Cer_ADS","C38 H77 N O4",611.5849,9.13,"Sphingolipids ","SP","Ceramides","Ceramide α-hydroxy fatty acid-dihydrosphingosine",""
"56","Cer_ADS.d38:0__Np",0.427513997403417,5.2793782963834,1.79741545838972,0.0781974610379087,0.248015925471732,-4.97989557005191,"Cer_ADS.d38:0__Np",53,1.80205567032381,0.0774483009336602,0.249429139357669,"Cer_ADS d38:0","Cer ADS d38:0","Cer_ADS","C38 H77 N O4",611.5854,10.14,"Sphingolipids ","SP","Ceramides","Ceramide α-hydroxy fatty acid-dihydrosphingosine",""
"57","Cer_ADS.d38:0__Np",0.427513997403417,5.2793782963834,1.79741545838972,0.0781974610379087,0.248015925471732,-4.97989557005191,"Cer_ADS.d38:0__Np",53,1.80205567032381,0.0774483009336602,0.249429139357669,"Cer_ADS d38:0","Cer ADS d38:0","Cer_ADS","C38 H77 N O4",611.5853,9.7,"Sphingolipids ","SP","Ceramides","Ceramide α-hydroxy fatty acid-dihydrosphingosine",""
"58","Cer_ADS.d38:0__Np",0.427513997403417,5.2793782963834,1.79741545838972,0.0781974610379087,0.248015925471732,-4.97989557005191,"Cer_ADS.d38:0__Np",53,1.80205567032381,0.0774483009336602,0.249429139357669,"Cer_ADS d38:0","Cer ADS d38:0","Cer_ADS","C38 H77 N O4",611.5849,9.12,"Sphingolipids ","SP","Ceramides","Ceramide α-hydroxy fatty acid-dihydrosphingosine",""
"59","Cer_ADS.d38:0_1__Np",0.730535555083319,-0.399456676361511,2.99293802200433,0.0042533872987559,0.031534667616254,-2.42909833448431,"Cer_ADS.d38:0_1__Np",53,3.00035070495078,0.00416491389692225,0.0316412728338956,"Cer_ADS d38:0_1","Cer ADS d38:0","Cer_ADS","C38 H77 N O4",611.5849,9.13,"Sphingolipids ","SP","Ceramides","Ceramide α-hydroxy fatty acid-dihydrosphingosine",""
"60","Cer_ADS.d38:1__Np",0.194275608734424,2.71206992395052,0.762730786113211,0.452775959138324,0.634213256843573,-5.9334556952724,"Cer_ADS.d38:1__Np",27,0.767113729540033,0.450198233449564,0.635650667134994,"Cer_ADS d38:1","Cer ADS d38:1","Cer_ADS","C38 H75 N O4",609.5695,9.8,"Sphingolipids ","SP","Ceramides","Ceramide α-hydroxy fatty acid-dihydrosphingosine",""
"61","Cer_ADS.d39:0__Np",0.570752704254542,4.00284895804202,2.79766499527754,0.00724692564044972,0.0462729585340818,-2.9123864895158,"Cer_ADS.d39:0__Np",53,2.80697936060961,0.00706605159210913,0.0453241427707392,"Cer_ADS d39:0","Cer ADS d39:0","Cer_ADS","C39 H79 N O4",625.601,10.59,"Sphingolipids ","SP","Ceramides","Ceramide α-hydroxy fatty acid-dihydrosphingosine",""
"62","Cer_ADS.d39:0__Np",0.570752704254542,4.00284895804202,2.79766499527754,0.00724692564044972,0.0462729585340818,-2.9123864895158,"Cer_ADS.d39:0__Np",53,2.80697936060961,0.00706605159210913,0.0453241427707392,"Cer_ADS d39:0","Cer ADS d39:0","Cer_ADS","C39 H79 N O4",625.6009,10.11,"Sphingolipids ","SP","Ceramides","Ceramide α-hydroxy fatty acid-dihydrosphingosine",""
