"","Row.names","logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","CompoundName","CleanName","LipidABV","Formula","Mass","RT","LargerLipidGroup.ABV","LargerLipidGroup","LIPIDClass_CommonName","LipidClass_LIPID_MAPS","LIPID_MAPS"
"22","Cer_ADS.d18:0_25:0__Np",-1.26885158002536,1.35128417946345,-1.49095720069325,0.149028097644385,0.325457233880045,-5.84525624823371,"Cer_ADS.d18:0_25:0__Np",26,-1.4897621896976,0.149312223328663,0.32847015804275,"Cer_ADS d18:0_25:0","Cer ADS d18:0 25:0","Cer_ADS","C43 H87 N O4",681.6631,11.24,"Sphingolipids ","SP","Ceramides","Ceramide α-hydroxy fatty acid-dihydrosphingosine",""
"23","Cer_ADS.d19:0_16:0__Np",-0.317430488605802,2.54111107253431,-0.324626624200569,0.746792850463585,0.83744400572217,-7.23277760534061,"Cer_ADS.d19:0_16:0__Np",53,-0.324830416535822,0.746638154764025,0.838077928780448,"Cer_ADS d19:0_16:0","Cer ADS d19:0 16:0","Cer_ADS","C35 H71 N O4",569.5382,8.62,"Sphingolipids ","SP","Ceramides","Ceramide α-hydroxy fatty acid-dihydrosphingosine",""
"24","Cer_ADS.d19:0_16:0__Np",-0.317430488605802,2.54111107253431,-0.324626624200569,0.746792850463585,0.83744400572217,-7.23277760534061,"Cer_ADS.d19:0_16:0__Np",53,-0.324830416535822,0.746638154764025,0.838077928780448,"Cer_ADS d19:0_16:0","Cer ADS d19:0 16:0","Cer_ADS","C35 H71 N O4",569.5382,8.83,"Sphingolipids ","SP","Ceramides","Ceramide α-hydroxy fatty acid-dihydrosphingosine",""
"25","Cer_ADS.d19:0_26:0__Np",-0.166001714609473,4.86845679954568,-0.766535279639922,0.450848489444136,0.634567885989086,-6.64236026130985,"Cer_ADS.d19:0_26:0__Np",26,-0.745931941732848,0.462952669143938,0.643605074739064,"Cer_ADS d19:0_26:0","Cer ADS d19:0 26:0","Cer_ADS","C45 H91 N O4",709.6948,12.76,"Sphingolipids ","SP","Ceramides","Ceramide α-hydroxy fatty acid-dihydrosphingosine",""
"26","Cer_ADS.d19:0_29:0__Np",-0.183887853461346,1.46465592312821,-0.574083828265228,0.571264346512244,0.723560064570459,-6.77299531794951,"Cer_ADS.d19:0_29:0__Np",26,-0.567198452559085,0.575846781702721,0.729364150056548,"Cer_ADS d19:0_29:0","Cer ADS d19:0 29:0","Cer_ADS","C48 H97 N O4",751.7409,12.93,"Sphingolipids ","SP","Ceramides","Ceramide α-hydroxy fatty acid-dihydrosphingosine",""
"27","Cer_ADS.d20:0_22:0__Np",0.364546523743064,0.513744065576255,2.37203771603546,0.0257181707941491,0.0984735223828603,-4.3300925908381,"Cer_ADS.d20:0_22:0__Np",27,2.40555658270154,0.0238716020260849,0.0938734620214962,"Cer_ADS d20:0_22:0","Cer ADS d20:0 22:0","Cer_ADS","C42 H85 N O4",667.6475,10.86,"Sphingolipids ","SP","Ceramides","Ceramide α-hydroxy fatty acid-dihydrosphingosine",""
"28","Cer_ADS.d20:0_24:0__Np",0.198240210054966,0.878087575217099,0.761199766305747,0.453673275072088,0.636746495293412,-6.6467993186625,"Cer_ADS.d20:0_24:0__Np",27,0.765417174550433,0.451189290371124,0.636198297100031,"Cer_ADS d20:0_24:0","Cer ADS d20:0 24:0","Cer_ADS","C44 H89 N O4",695.6786,11.63,"Sphingolipids ","SP","Ceramides","Ceramide α-hydroxy fatty acid-dihydrosphingosine",""
"29","Cer_ADS.d21:0_18:0__Np",-0.139384679334736,0.845306398755105,-0.441996729053263,0.662457346958592,0.790315787145754,-6.84150546869515,"Cer_ADS.d21:0_18:0__Np",26,-0.436515898022342,0.666364396805782,0.791666338751835,"Cer_ADS d21:0_18:0","Cer ADS d21:0 18:0","Cer_ADS","C39 H79 N O4",625.6006,9.59,"Sphingolipids ","SP","Ceramides","Ceramide α-hydroxy fatty acid-dihydrosphingosine",""
"30","Cer_ADS.d22:0_14:0__Np",-1.3463388130923,-3.30870660271119,-0.728583003451039,0.469592622734774,0.648500319325149,-7.01821878725256,"Cer_ADS.d22:0_14:0__Np",53,-0.728978079460215,0.469349631505591,0.650384489372033,"Cer_ADS d22:0_14:0","Cer ADS d22:0 14:0","Cer_ADS","C36 H73 N O4",583.5538,7.65,"Sphingolipids ","SP","Ceramides","Ceramide α-hydroxy fatty acid-dihydrosphingosine",""
"31","Cer_ADS.d22:0_14:0__Np",-1.3463388130923,-3.30870660271119,-0.728583003451039,0.469592622734774,0.648500319325149,-7.01821878725256,"Cer_ADS.d22:0_14:0__Np",53,-0.728978079460215,0.469349631505591,0.650384489372033,"Cer_ADS d22:0_14:0","Cer ADS d22:0 14:0","Cer_ADS","C36 H73 N O4",583.5537,8.17,"Sphingolipids ","SP","Ceramides","Ceramide α-hydroxy fatty acid-dihydrosphingosine",""
"32","Cer_ADS.d22:0_16:0__Np",0.47704332861528,4.71393472154138,4.77449079591192,6.7172202550299e-05,0.00162892591184475,1.37086223738119,"Cer_ADS.d22:0_16:0__Np",27,4.93143979378875,4.45081412144891e-05,0.00123351134223013,"Cer_ADS d22:0_16:0","Cer ADS d22:0 16:0","Cer_ADS","C38 H77 N O4",611.5854,10.16,"Sphingolipids ","SP","Ceramides","Ceramide α-hydroxy fatty acid-dihydrosphingosine",""
"33","Cer_ADS.d23:0_13:0__Np",0.497333684376741,2.95417502054085,3.51495625530482,0.00170416569957961,0.016338901690408,-1.78144386593786,"Cer_ADS.d23:0_13:0__Np",27,3.57309218038128,0.00146917343557831,0.0142509823251096,"Cer_ADS d23:0_13:0","Cer ADS d23:0 13:0","Cer_ADS","C36 H73 N O4",583.5539,8.77,"Sphingolipids ","SP","Ceramides","Ceramide α-hydroxy fatty acid-dihydrosphingosine",""
"34","Cer_ADS.d26:0_13:0__Np",2.00794593319482,-1.94198057728551,1.21588407755843,0.235409287531398,0.42815064169773,-6.20205768262085,"Cer_ADS.d26:0_13:0__Np",27,1.21728282283625,0.234862803919702,0.428167685294909,"Cer_ADS d26:0_13:0","Cer ADS d26:0 13:0","Cer_ADS","C39 H79 N O4",625.6005,9.61,"Sphingolipids ","SP","Ceramides","Ceramide α-hydroxy fatty acid-dihydrosphingosine",""
"35","Cer_ADS.d26:0_15:1__Np",0.388907032402795,-0.158016542427608,2.15901801622525,0.040663988751006,0.134851518251199,-4.7416855375636,"Cer_ADS.d26:0_15:1__Np",27,2.18172672621254,0.0387410645824086,0.129955617215918,"Cer_ADS d26:0_15:1","Cer ADS d26:0 15:1","Cer_ADS","C41 H81 N O4",651.616,9.75,"Sphingolipids ","SP","Ceramides","Ceramide α-hydroxy fatty acid-dihydrosphingosine",""
"36","Cer_ADS.d30:0__Np",0.442302338416815,0.344321839150924,3.20515000096106,0.0036754784195969,0.0269072759774264,-2.51666463337539,"Cer_ADS.d30:0__Np",27,3.26077159371652,0.00320051430671058,0.0242231710649388,"Cer_ADS d30:0","Cer ADS d30:0","Cer_ADS","C30 H61 N O4",499.46,6.34,"Sphingolipids ","SP","Ceramides","Ceramide α-hydroxy fatty acid-dihydrosphingosine",""
"37","Cer_ADS.d30:0_21:0__Np",-0.165655584713851,1.59468055113402,-0.566358113654527,0.57642003126737,0.728504795217392,-6.7774811542539,"Cer_ADS.d30:0_21:0__Np",26,-0.558123845074596,0.581929559942548,0.732671259375461,"Cer_ADS d30:0_21:0","Cer ADS d30:0 21:0","Cer_ADS","C51 H103 N O4",793.7884,14.09,"Sphingolipids ","SP","Ceramides","Ceramide α-hydroxy fatty acid-dihydrosphingosine",""
"38","Cer_ADS.d30:0_22:1__Np",0.991665483368005,1.91963053742986,5.48261785852786,1.08240539596024e-05,0.000550953526289392,3.17392060520956,"Cer_ADS.d30:0_22:1__Np",27,5.53985232921383,9.28456686229642e-06,0.000514630277510145,"Cer_ADS d30:0_22:1","Cer ADS d30:0 22:1","Cer_ADS","C52 H103 N O4",805.7883,13.77,"Sphingolipids ","SP","Ceramides","Ceramide α-hydroxy fatty acid-dihydrosphingosine",""
"39","Cer_ADS.d31:0__Np",0.256791869259008,4.35863416294801,1.99839956135881,0.0566830081998509,0.17048560270799,-5.03445482764035,"Cer_ADS.d31:0__Np",27,2.03821991014702,0.0522388649261082,0.163018870707748,"Cer_ADS d31:0","Cer ADS d31:0","Cer_ADS","C31 H63 N O4",513.4759,6.84,"Sphingolipids ","SP","Ceramides","Ceramide α-hydroxy fatty acid-dihydrosphingosine",""
"40","Cer_ADS.d31:0_1__Np",0.25681780753562,4.35864280904022,1.99852951030151,0.0566680575734109,0.17048560270799,-5.03422446225634,"Cer_ADS.d31:0_1__Np",27,2.03834965505193,0.0522249744982507,0.163018870707748,"Cer_ADS d31:0_1","Cer ADS d31:0","Cer_ADS","C31 H63 N O4",513.4759,6.84,"Sphingolipids ","SP","Ceramides","Ceramide α-hydroxy fatty acid-dihydrosphingosine",""
"41","Cer_ADS.d32:0__Np",0.112874772822257,2.44479518281663,0.139514451417881,0.889593696290651,0.943111361861166,-7.27632489128404,"Cer_ADS.d32:0__Np",53,0.13960967202341,0.889518281526988,0.942971828050289,"Cer_ADS d32:0","Cer ADS d32:0","Cer_ADS","C32 H65 N O4",527.4911,6.8,"Sphingolipids ","SP","Ceramides","Ceramide α-hydroxy fatty acid-dihydrosphingosine",""
"42","Cer_ADS.d32:0__Np",0.112874772822257,2.44479518281663,0.139514451417881,0.889593696290651,0.943111361861166,-7.27632489128404,"Cer_ADS.d32:0__Np",53,0.13960967202341,0.889518281526988,0.942971828050289,"Cer_ADS d32:0","Cer ADS d32:0","Cer_ADS","C32 H65 N O4",527.4915,7.34,"Sphingolipids ","SP","Ceramides","Ceramide α-hydroxy fatty acid-dihydrosphingosine",""
"43","Cer_ADS.d32:1__Np",-0.0372497006587968,7.09435885230602,-0.168463302748588,0.867633533838036,0.935493753895783,-6.92728220453268,"Cer_ADS.d32:1__Np",26,-0.164119609354537,0.871011336299521,0.935107238727635,"Cer_ADS d32:1","Cer ADS d32:1","Cer_ADS","C32 H63 N O4",525.4762,6.88,"Sphingolipids ","SP","Ceramides","Ceramide α-hydroxy fatty acid-dihydrosphingosine",""
"44","Cer_ADS.d33:0__Np",0.339489923519078,5.94405823244905,2.1917029482325,0.0379515909391593,0.128045367690381,-4.68020098184284,"Cer_ADS.d33:0__Np",27,2.22221729436097,0.0355477837510773,0.122189884245412,"Cer_ADS d33:0","Cer ADS d33:0","Cer_ADS","C33 H67 N O4",541.5074,7.87,"Sphingolipids ","SP","Ceramides","Ceramide α-hydroxy fatty acid-dihydrosphingosine",""
"45","Cer_ADS.d33:1__Np",0.246184725240481,5.90695517210237,2.2451081672354,0.0338693199730713,0.118295900100818,-4.57840794640725,"Cer_ADS.d33:1__Np",27,2.3062979382449,0.0296657284951574,0.108930309048464,"Cer_ADS d33:1","Cer ADS d33:1","Cer_ADS","C33 H65 N O4",539.4918,7.42,"Sphingolipids ","SP","Ceramides","Ceramide α-hydroxy fatty acid-dihydrosphingosine",""
"46","Cer_ADS.d34:1__Np",0.336543005022751,5.6813265989098,2.42264492046261,0.0230026813491864,0.0920792325060097,-4.22868746403423,"Cer_ADS.d34:1__Np",27,2.46415369962174,0.0209591822663216,0.088320146926313,"Cer_ADS d34:1","Cer ADS d34:1","Cer_ADS","C34 H67 N O4",553.5074,7.92,"Sphingolipids ","SP","Ceramides","Ceramide α-hydroxy fatty acid-dihydrosphingosine",""
"47","Cer_ADS.d36:0__Np",0.199205042947683,5.74277835114161,1.00904294362063,0.317722418028196,0.5238369611683,-6.77462966643625,"Cer_ADS.d36:0__Np",53,1.01250920472711,0.316074332769358,0.523903291940173,"Cer_ADS d36:0","Cer ADS d36:0","Cer_ADS","C36 H73 N O4",583.5543,9.25,"Sphingolipids ","SP","Ceramides","Ceramide α-hydroxy fatty acid-dihydrosphingosine",""
"48","Cer_ADS.d36:0__Np",0.199205042947683,5.74277835114161,1.00904294362063,0.317722418028196,0.5238369611683,-6.77462966643625,"Cer_ADS.d36:0__Np",53,1.01250920472711,0.316074332769358,0.523903291940173,"Cer_ADS d36:0","Cer ADS d36:0","Cer_ADS","C36 H73 N O4",583.5542,9.26,"Sphingolipids ","SP","Ceramides","Ceramide α-hydroxy fatty acid-dihydrosphingosine",""
"49","Cer_ADS.d37:0__Np",0.287759937270883,4.54431608815875,1.31207109524944,0.195377246989428,0.381635230952858,-6.42707760532009,"Cer_ADS.d37:0__Np",53,1.31584732312674,0.194109630385606,0.382307292333071,"Cer_ADS d37:0","Cer ADS d37:0","Cer_ADS","C37 H75 N O4",597.5697,9.72,"Sphingolipids ","SP","Ceramides","Ceramide α-hydroxy fatty acid-dihydrosphingosine",""
"50","Cer_ADS.d37:0__Np",0.287759937270883,4.54431608815875,1.31207109524944,0.195377246989428,0.381635230952858,-6.42707760532009,"Cer_ADS.d37:0__Np",53,1.31584732312674,0.194109630385606,0.382307292333071,"Cer_ADS d37:0","Cer ADS d37:0","Cer_ADS","C37 H75 N O4",597.5692,8.68,"Sphingolipids ","SP","Ceramides","Ceramide α-hydroxy fatty acid-dihydrosphingosine",""
"51","Cer_ADS.d37:0__Np",0.287759937270883,4.54431608815875,1.31207109524944,0.195377246989428,0.381635230952858,-6.42707760532009,"Cer_ADS.d37:0__Np",53,1.31584732312674,0.194109630385606,0.382307292333071,"Cer_ADS d37:0","Cer ADS d37:0","Cer_ADS","C37 H75 N O4",597.5696,9.22,"Sphingolipids ","SP","Ceramides","Ceramide α-hydroxy fatty acid-dihydrosphingosine",""
"52","Cer_ADS.d37:0__Np",0.287759937270883,4.54431608815875,1.31207109524944,0.195377246989428,0.381635230952858,-6.42707760532009,"Cer_ADS.d37:0__Np",53,1.31584732312674,0.194109630385606,0.382307292333071,"Cer_ADS d37:0","Cer ADS d37:0","Cer_ADS","C37 H75 N O4",597.5697,9.75,"Sphingolipids ","SP","Ceramides","Ceramide α-hydroxy fatty acid-dihydrosphingosine",""
"53","Cer_ADS.d37:0_1__Np",0.26665927085922,4.29919844793224,2.0041735129442,0.0560220647709423,0.170260269956598,-5.02420871334504,"Cer_ADS.d37:0_1__Np",27,2.04149500107724,0.0518892360224087,0.163018870707748,"Cer_ADS d37:0_1","Cer ADS d37:0","Cer_ADS","C37 H75 N O4",597.5692,8.68,"Sphingolipids ","SP","Ceramides","Ceramide α-hydroxy fatty acid-dihydrosphingosine",""
"54","Cer_ADS.d37:0_2__Np",0.301165399860385,-1.38689102422938,1.2886813554223,0.209331586953822,0.396843594811479,-6.1137199417984,"Cer_ADS.d37:0_2__Np",27,1.29723592627971,0.20639425715339,0.395751915569948,"Cer_ADS d37:0_2","Cer ADS d37:0","Cer_ADS","C37 H75 N O4",597.5692,8.68,"Sphingolipids ","SP","Ceramides","Ceramide α-hydroxy fatty acid-dihydrosphingosine",""
"55","Cer_ADS.d38:0__Np",0.15187966626875,5.2793782963834,0.647876655486233,0.519973833209345,0.685446819768604,-7.07406969903084,"Cer_ADS.d38:0__Np",53,0.649549215369131,0.518898373782317,0.686403942997052,"Cer_ADS d38:0","Cer ADS d38:0","Cer_ADS","C38 H77 N O4",611.5849,9.13,"Sphingolipids ","SP","Ceramides","Ceramide α-hydroxy fatty acid-dihydrosphingosine",""
"56","Cer_ADS.d38:0__Np",0.15187966626875,5.2793782963834,0.647876655486233,0.519973833209345,0.685446819768604,-7.07406969903084,"Cer_ADS.d38:0__Np",53,0.649549215369131,0.518898373782317,0.686403942997052,"Cer_ADS d38:0","Cer ADS d38:0","Cer_ADS","C38 H77 N O4",611.5849,9.12,"Sphingolipids ","SP","Ceramides","Ceramide α-hydroxy fatty acid-dihydrosphingosine",""
"57","Cer_ADS.d38:0__Np",0.15187966626875,5.2793782963834,0.647876655486233,0.519973833209345,0.685446819768604,-7.07406969903084,"Cer_ADS.d38:0__Np",53,0.649549215369131,0.518898373782317,0.686403942997052,"Cer_ADS d38:0","Cer ADS d38:0","Cer_ADS","C38 H77 N O4",611.5853,9.7,"Sphingolipids ","SP","Ceramides","Ceramide α-hydroxy fatty acid-dihydrosphingosine",""
"58","Cer_ADS.d38:0__Np",0.15187966626875,5.2793782963834,0.647876655486233,0.519973833209345,0.685446819768604,-7.07406969903084,"Cer_ADS.d38:0__Np",53,0.649549215369131,0.518898373782317,0.686403942997052,"Cer_ADS d38:0","Cer ADS d38:0","Cer_ADS","C38 H77 N O4",611.5854,10.14,"Sphingolipids ","SP","Ceramides","Ceramide α-hydroxy fatty acid-dihydrosphingosine",""
"59","Cer_ADS.d38:0_1__Np",-0.099372003210959,-0.399456676361511,-0.413061743717894,0.681294711721801,0.800132171381548,-7.1997613490691,"Cer_ADS.d38:0_1__Np",53,-0.414084783861384,0.680548397350913,0.799029771332907,"Cer_ADS d38:0_1","Cer ADS d38:0","Cer_ADS","C38 H77 N O4",611.5849,9.13,"Sphingolipids ","SP","Ceramides","Ceramide α-hydroxy fatty acid-dihydrosphingosine",""
"60","Cer_ADS.d38:1__Np",0.105509869534066,2.71206992395052,0.414234325434187,0.682242444333131,0.800132171381548,-6.85380889604519,"Cer_ADS.d38:1__Np",27,0.416614674630629,0.680515656644351,0.799029771332907,"Cer_ADS d38:1","Cer ADS d38:1","Cer_ADS","C38 H75 N O4",609.5695,9.8,"Sphingolipids ","SP","Ceramides","Ceramide α-hydroxy fatty acid-dihydrosphingosine",""
"61","Cer_ADS.d39:0__Np",0.0690510078787314,4.00284895804202,0.34340950908524,0.732703515460705,0.829923493711284,-7.22642404187694,"Cer_ADS.d39:0__Np",53,0.34455283454827,0.731847381111676,0.830282993775819,"Cer_ADS d39:0","Cer ADS d39:0","Cer_ADS","C39 H79 N O4",625.6009,10.11,"Sphingolipids ","SP","Ceramides","Ceramide α-hydroxy fatty acid-dihydrosphingosine",""
"62","Cer_ADS.d39:0__Np",0.0690510078787314,4.00284895804202,0.34340950908524,0.732703515460705,0.829923493711284,-7.22642404187694,"Cer_ADS.d39:0__Np",53,0.34455283454827,0.731847381111676,0.830282993775819,"Cer_ADS d39:0","Cer ADS d39:0","Cer_ADS","C39 H79 N O4",625.6009,10.09,"Sphingolipids ","SP","Ceramides","Ceramide α-hydroxy fatty acid-dihydrosphingosine",""
